brand,id,price,start_time,start_day,end_day,end_time,trip_time,destination,hand_luggage,checked_baggage,crawl_date
Vietnam Airlines,PQC0238,1.901.123 VND/khách,10:25,23 thg 4,23 thg 4,11:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0262,1.954.858 VND/khách,13:05,23 thg 4,23 thg 4,14:00,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietravel Airlines,PQC0336,1.137.150 VND/khách,17:25,24 thg 4,24 thg 4,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0030,1.170.000 VND/khách,05:55,24 thg 4,24 thg 4,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0130,1.319.000 VND/khách,16:30,24 thg 4,24 thg 4,17:30,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietnam Airlines,PQC0195,1.365.633 VND/khách,05:40,24 thg 4,24 thg 4,06:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
VietJet Air,PQC0079,1.430.000 VND/khách,11:35,24 thg 4,24 thg 4,12:35,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0101,1.430.000 VND/khách,14:05,24 thg 4,24 thg 4,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0039,1.430.000 VND/khách,08:25,24 thg 4,24 thg 4,09:30,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietnam Airlines,PQC0282,1.845.266 VND/khách,15:05,24 thg 4,24 thg 4,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0217,1.954.858 VND/khách,08:10,24 thg 4,24 thg 4,08:55,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0263,1.954.858 VND/khách,13:05,24 thg 4,24 thg 4,14:00,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0239,1.954.858 VND/khách,10:25,24 thg 4,24 thg 4,11:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Bamboo Airways,PQC0011,1.178.643 VND/khách,16:30,25 thg 4,25 thg 4,17:30,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietravel Airlines,PQC0337,962.588 VND/khách,17:25,25 thg 4,25 thg 4,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0031,1.319.000 VND/khách,05:55,25 thg 4,25 thg 4,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0056,1.319.000 VND/khách,09:20,25 thg 4,25 thg 4,10:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0102,1.319.000 VND/khách,14:05,25 thg 4,25 thg 4,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0146,1.319.000 VND/khách,17:10,25 thg 4,25 thg 4,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0080,1.612.000 VND/khách,11:35,25 thg 4,25 thg 4,12:35,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietnam Airlines,PQC0296,1.670.328 VND/khách,17:25,25 thg 4,25 thg 4,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0311,1.852.146 VND/khách,20:20,25 thg 4,25 thg 4,21:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0218,2.003.994 VND/khách,08:10,25 thg 4,25 thg 4,08:55,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0240,2.003.994 VND/khách,10:25,25 thg 4,25 thg 4,11:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0250,2.003.994 VND/khách,13:00,25 thg 4,25 thg 4,14:00,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0283,2.007.990 VND/khách,15:05,25 thg 4,25 thg 4,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0165,2.010.987 VND/khách,05:15,25 thg 4,25 thg 4,06:15,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietravel Airlines,PQC0338,1.214.955 VND/khách,17:25,26 thg 4,26 thg 4,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietnam Airlines,PQC0297,1.703.295 VND/khách,17:25,26 thg 4,26 thg 4,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0312,1.751.247 VND/khách,20:20,26 thg 4,26 thg 4,21:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0284,1.930.068 VND/khách,15:05,26 thg 4,26 thg 4,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
VietJet Air,PQC0032,1.932.000 VND/khách,05:55,26 thg 4,26 thg 4,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0081,1.932.000 VND/khách,11:35,26 thg 4,26 thg 4,12:35,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0103,1.932.000 VND/khách,14:05,26 thg 4,26 thg 4,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0124,1.932.000 VND/khách,15:40,26 thg 4,26 thg 4,16:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0147,1.932.000 VND/khách,17:10,26 thg 4,26 thg 4,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0057,1.965.000 VND/khách,09:20,26 thg 4,26 thg 4,10:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietnam Airlines,PQC0219,1.974.024 VND/khách,08:10,26 thg 4,26 thg 4,08:55,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Bamboo Airways,PQC0012,968.099 VND/khách,16:30,27 thg 4,27 thg 4,17:30,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietravel Airlines,PQC0339,1.063.335 VND/khách,17:25,27 thg 4,27 thg 4,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0033,1.319.000 VND/khách,05:55,27 thg 4,27 thg 4,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietnam Airlines,PQC0319,1.352.646 VND/khách,20:45,27 thg 4,27 thg 4,21:45,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0302,1.365.633 VND/khách,19:20,27 thg 4,27 thg 4,20:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0313,1.480.518 VND/khách,20:20,27 thg 4,27 thg 4,21:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0177,1.499.499 VND/khách,05:25,27 thg 4,27 thg 4,06:20,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0163,1.602.396 VND/khách,05:10,27 thg 4,27 thg 4,06:10,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
VietJet Air,PQC0148,1.612.000 VND/khách,17:10,27 thg 4,27 thg 4,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0104,1.728.000 VND/khách,14:05,27 thg 4,27 thg 4,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietnam Airlines,PQC0285,1.770.228 VND/khách,15:05,27 thg 4,27 thg 4,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
VietJet Air,PQC0125,1.813.000 VND/khách,15:40,27 thg 4,27 thg 4,16:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0082,1.843.000 VND/khách,11:35,27 thg 4,27 thg 4,12:35,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietnam Airlines,PQC0242,1.856.142 VND/khách,10:25,27 thg 4,27 thg 4,11:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0220,1.915.083 VND/khách,08:10,27 thg 4,27 thg 4,08:55,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0265,1.971.027 VND/khách,13:05,27 thg 4,27 thg 4,14:00,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Bamboo Airways,PQC0013,968.099 VND/khách,16:30,28 thg 4,28 thg 4,17:30,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietravel Airlines,PQC0340,1.063.335 VND/khách,17:25,28 thg 4,28 thg 4,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietnam Airlines,PQC0178,1.157.841 VND/khách,05:25,28 thg 4,28 thg 4,06:20,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
VietJet Air,PQC0034,1.170.000 VND/khách,05:55,28 thg 4,28 thg 4,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietnam Airlines,PQC0199,1.250.748 VND/khách,05:40,28 thg 4,28 thg 4,06:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0298,1.572.426 VND/khách,17:25,28 thg 4,28 thg 4,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
VietJet Air,PQC0149,1.612.000 VND/khách,17:10,28 thg 4,28 thg 4,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietnam Airlines,PQC0221,1.673.325 VND/khách,08:10,28 thg 4,28 thg 4,08:55,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
VietJet Air,PQC0105,1.727.000 VND/khách,14:05,28 thg 4,28 thg 4,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietnam Airlines,PQC0314,1.762.236 VND/khách,20:20,28 thg 4,28 thg 4,21:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
VietJet Air,PQC0059,1.813.000 VND/khách,09:20,28 thg 4,28 thg 4,10:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0083,1.813.000 VND/khách,11:35,28 thg 4,28 thg 4,12:35,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0126,1.843.000 VND/khách,15:40,28 thg 4,28 thg 4,16:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietnam Airlines,PQC0286,1.922.076 VND/khách,15:05,28 thg 4,28 thg 4,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0266,2.003.994 VND/khách,13:05,28 thg 4,28 thg 4,14:00,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0243,2.003.994 VND/khách,10:25,28 thg 4,28 thg 4,11:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietravel Airlines,PQC0341,1.641.885 VND/khách,17:25,29 thg 4,29 thg 4,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietnam Airlines,PQC0179,1.689.309 VND/khách,05:25,29 thg 4,29 thg 4,06:20,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0200,1.796.202 VND/khách,05:40,29 thg 4,29 thg 4,06:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
VietJet Air,PQC0035,1.813.000 VND/khách,05:55,29 thg 4,29 thg 4,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0040,1.813.000 VND/khách,08:25,29 thg 4,29 thg 4,09:30,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0084,1.843.000 VND/khách,11:35,29 thg 4,29 thg 4,12:35,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0106,1.843.000 VND/khách,14:05,29 thg 4,29 thg 4,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0127,1.843.000 VND/khách,15:40,29 thg 4,29 thg 4,16:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0060,1.869.000 VND/khách,09:20,29 thg 4,29 thg 4,10:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
VietJet Air,PQC0153,1.928.000 VND/khách,17:25,29 thg 4,29 thg 4,18:30,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Vietnam Airlines,PQC0299,2.003.994 VND/khách,17:25,29 thg 4,29 thg 4,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0321,2.003.994 VND/khách,21:05,29 thg 4,29 thg 4,22:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0287,2.003.994 VND/khách,15:05,29 thg 4,29 thg 4,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0246,2.007.990 VND/khách,12:10,29 thg 4,29 thg 4,13:10,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
Vietnam Airlines,PQC0267,2.012.985 VND/khách,13:05,29 thg 4,29 thg 4,14:00,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-22
VietJet Air,PQC0061,3.719.005 VND/khách,09:20,30 thg 4,30 thg 4,10:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-22
Bamboo Airways,PQC0001,1.911.014 VND/khách,16:30,01 thg 5,01 thg 5,17:30,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 20 kg,2025-04-23
Vietravel Airlines,PQC0322,1.718.693 VND/khách,17:25,01 thg 5,01 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
VietJet Air,PQC0131,1.936.000 VND/khách,17:10,01 thg 5,01 thg 5,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
VietJet Air,PQC0154,1.936.000 VND/khách,17:40,01 thg 5,01 thg 5,18:45,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
Vietnam Airlines,PQC0289,1.990.008 VND/khách,16:15,01 thg 5,01 thg 5,17:15,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
Vietnam Airlines,PQC0291,1.990.008 VND/khách,17:25,01 thg 5,01 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
Vietnam Airlines,PQC0225,2.011.986 VND/khách,10:25,01 thg 5,01 thg 5,11:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
Vietnam Airlines,PQC0181,2.015.982 VND/khách,05:40,01 thg 5,01 thg 5,06:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
Bamboo Airways,PQC0002,1.686.367 VND/khách,16:30,02 thg 5,02 thg 5,17:30,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
Vietravel Airlines,PQC0323,1.476.300 VND/khách,17:25,02 thg 5,02 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
Vietnam Airlines,PQC0167,1.577.421 VND/khách,05:25,02 thg 5,02 thg 5,06:20,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
VietJet Air,PQC0017,1.734.000 VND/khách,05:55,02 thg 5,02 thg 5,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
VietJet Air,PQC0132,1.734.000 VND/khách,17:10,02 thg 5,02 thg 5,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
Vietnam Airlines,PQC0182,1.787.211 VND/khách,05:40,02 thg 5,02 thg 5,06:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
VietJet Air,PQC0109,1.823.000 VND/khách,15:40,02 thg 5,02 thg 5,16:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
VietJet Air,PQC0042,1.850.000 VND/khách,09:20,02 thg 5,02 thg 5,10:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
VietJet Air,PQC0088,1.850.000 VND/khách,14:05,02 thg 5,02 thg 5,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
Vietnam Airlines,PQC0203,1.986.012 VND/khách,08:10,02 thg 5,02 thg 5,08:55,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
Vietnam Airlines,PQC0292,1.990.008 VND/khách,17:25,02 thg 5,02 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
Vietnam Airlines,PQC0301,1.990.008 VND/khách,19:20,02 thg 5,02 thg 5,20:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
Vietnam Airlines,PQC0305,2.000.997 VND/khách,20:20,02 thg 5,02 thg 5,21:20,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
Vietnam Airlines,PQC0269,2.007.990 VND/khách,15:05,02 thg 5,02 thg 5,16:10,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
Vietnam Airlines,PQC0226,2.015.982 VND/khách,10:25,02 thg 5,02 thg 5,11:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
Bamboo Airways,PQC0003,1.001.343 VND/khách,16:30,03 thg 5,03 thg 5,17:30,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
Vietravel Airlines,PQC0324,969.570 VND/khách,17:25,03 thg 5,03 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
VietJet Air,PQC0037,1.178.000 VND/khách,08:25,03 thg 5,03 thg 5,09:30,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
Vietnam Airlines,PQC0168,1.269.729 VND/khách,05:25,03 thg 5,03 thg 5,06:20,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
Vietnam Airlines,PQC0183,1.392.606 VND/khách,05:40,03 thg 5,03 thg 5,06:40,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
VietJet Air,PQC0018,1.442.000 VND/khách,05:55,03 thg 5,03 thg 5,06:55,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
VietJet Air,PQC0089,1.442.000 VND/khách,14:05,03 thg 5,03 thg 5,15:05,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
VietJet Air,PQC0133,1.442.000 VND/khách,17:10,03 thg 5,03 thg 5,18:15,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-23
Vietnam Airlines,PQC0293,1.492.506 VND/khách,17:25,03 thg 5,03 thg 5,18:25,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
Vietnam Airlines,PQC0303,1.505.493 VND/khách,19:45,03 thg 5,03 thg 5,20:45,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-23
