,id,brand,price,start_time,start_day,end_time,end_day,trip_time,destination,hand_luggage,checked_baggage,crawl_date
5730,DAD0442,Vietnam Airlines,2.473.524 VND/khách,09:05,07 thg 5,10:25,07 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5731,DAD0397,Vietnam Airlines,2.473.524 VND/khách,06:55,07 thg 5,08:25,07 thg 5,1h 30m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5732,DAD0019,Bamboo Airways,2.540.509 VND/khách,09:05,07 thg 5,10:30,07 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 20 kg,17-04-2025
5733,DAD0048,VietJet Air,1.152.796 VND/khách,05:00,21 thg 4,06:20,21 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5734,DAD0772,Vietravel Airlines,1.295.424 VND/khách,21:05,21 thg 4,22:25,21 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5735,DAD0064,VietJet Air,1.296.929 VND/khách,05:30,21 thg 4,06:50,21 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5736,DAD0275,VietJet Air,1.296.929 VND/khách,17:55,21 thg 4,19:15,21 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5737,DAD0298,VietJet Air,1.296.929 VND/khách,19:15,21 thg 4,20:35,21 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5738,DAD0315,VietJet Air,1.296.929 VND/khách,20:10,21 thg 4,21:30,21 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5739,DAD0347,VietJet Air,1.296.929 VND/khách,21:25,21 thg 4,22:50,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5740,DAD0188,VietJet Air,1.411.586 VND/khách,13:35,21 thg 4,14:50,21 thg 4,1h 15m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5741,DAD0169,VietJet Air,1.411.586 VND/khách,13:00,21 thg 4,14:20,21 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5742,DAD0239,VietJet Air,1.411.586 VND/khách,16:15,21 thg 4,17:35,21 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5743,DAD0210,VietJet Air,1.411.586 VND/khách,14:10,21 thg 4,15:35,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5744,DAD0081,VietJet Air,1.584.384 VND/khách,06:50,21 thg 4,08:10,21 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5745,DAD0032,Bamboo Airways,1.608.343 VND/khách,14:10,21 thg 4,15:35,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5746,DAD0611,Vietnam Airlines,1.679.613 VND/khách,15:50,21 thg 4,17:15,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5747,DAD0623,Vietnam Airlines,1.679.613 VND/khách,16:00,21 thg 4,17:25,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5748,DAD0646,Vietnam Airlines,1.679.613 VND/khách,16:40,21 thg 4,18:05,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5749,DAD0679,Vietnam Airlines,1.679.613 VND/khách,18:40,21 thg 4,20:05,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5750,DAD0735,Vietnam Airlines,1.679.613 VND/khách,20:45,21 thg 4,22:10,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5751,DAD0136,VietJet Air,1.699.312 VND/khách,11:20,21 thg 4,12:40,21 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5752,DAD0152,VietJet Air,1.699.312 VND/khách,12:30,21 thg 4,13:50,21 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5753,DAD0466,Vietnam Airlines,1.878.120 VND/khách,09:10,21 thg 4,10:25,21 thg 4,1h 15m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5754,DAD0380,Vietnam Airlines,1.878.120 VND/khách,05:45,21 thg 4,07:10,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5755,DAD0445,Vietnam Airlines,1.878.120 VND/khách,09:05,21 thg 4,10:30,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5756,DAD0401,Vietnam Airlines,1.878.120 VND/khách,06:55,21 thg 4,08:25,21 thg 4,1h 30m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5757,DAD0122,VietJet Air,1.931.160 VND/khách,10:25,21 thg 4,11:50,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5758,DAD0596,Vietnam Airlines,2.195.802 VND/khách,15:10,21 thg 4,16:35,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5759,DAD0423,Vietnam Airlines,2.475.522 VND/khách,08:00,21 thg 4,09:25,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5760,DAD0485,Vietnam Airlines,2.475.522 VND/khách,10:00,21 thg 4,11:25,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5761,DAD0702,Vietnam Airlines,2.475.522 VND/khách,19:15,21 thg 4,20:40,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5762,DAD0571,Vietnam Airlines,2.528.469 VND/khách,13:20,21 thg 4,14:50,21 thg 4,1h 30m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5763,DAD0511,Vietnam Airlines,2.596.361 VND/khách,11:00,21 thg 4,12:25,21 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5764,DAD0049,VietJet Air,1.152.796 VND/khách,05:00,22 thg 4,06:20,22 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5765,DAD0348,VietJet Air,1.152.796 VND/khách,21:25,22 thg 4,22:50,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5766,DAD0773,Vietravel Airlines,1.177.050 VND/khách,21:05,22 thg 4,22:25,22 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5767,DAD0008,Bamboo Airways,1.190.194 VND/khách,06:30,22 thg 4,07:55,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5768,DAD0033,Bamboo Airways,1.190.194 VND/khách,14:10,22 thg 4,15:35,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5769,DAD0065,VietJet Air,1.296.929 VND/khách,05:30,22 thg 4,06:50,22 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5770,DAD0082,VietJet Air,1.296.929 VND/khách,06:50,22 thg 4,08:10,22 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5771,DAD0224,VietJet Air,1.296.929 VND/khách,15:40,22 thg 4,17:00,22 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5772,DAD0240,VietJet Air,1.296.929 VND/khách,16:15,22 thg 4,17:35,22 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5773,DAD0276,VietJet Air,1.296.929 VND/khách,17:55,22 thg 4,19:15,22 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5774,DAD0299,VietJet Air,1.296.929 VND/khách,19:15,22 thg 4,20:35,22 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5775,DAD0189,VietJet Air,1.411.586 VND/khách,13:35,22 thg 4,14:50,22 thg 4,1h 15m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5776,DAD0137,VietJet Air,1.411.586 VND/khách,11:40,22 thg 4,13:00,22 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5777,DAD0381,Vietnam Airlines,1.544.496 VND/khách,05:45,22 thg 4,07:10,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5778,DAD0123,VietJet Air,1.584.384 VND/khách,10:25,22 thg 4,11:50,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5779,DAD0543,Vietnam Airlines,1.678.959 VND/khách,12:15,22 thg 4,13:40,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5780,DAD0555,Vietnam Airlines,1.679.613 VND/khách,12:20,22 thg 4,13:45,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5781,DAD0597,Vietnam Airlines,1.679.613 VND/khách,15:10,22 thg 4,16:35,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5782,DAD0624,Vietnam Airlines,1.679.613 VND/khách,16:00,22 thg 4,17:25,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5783,DAD0647,Vietnam Airlines,1.679.613 VND/khách,16:40,22 thg 4,18:05,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5784,DAD0736,Vietnam Airlines,1.679.613 VND/khách,20:45,22 thg 4,22:10,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5785,DAD0521,Vietnam Airlines,1.679.613 VND/khách,11:30,22 thg 4,13:00,22 thg 4,1h 30m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5786,DAD0100,VietJet Air,1.699.312 VND/khách,09:35,22 thg 4,10:55,22 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5787,DAD0572,Vietnam Airlines,1.814.731 VND/khách,13:20,22 thg 4,14:50,22 thg 4,1h 30m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5788,DAD0424,Vietnam Airlines,1.878.120 VND/khách,08:00,22 thg 4,09:25,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5789,DAD0153,VietJet Air,1.931.160 VND/khách,12:30,22 thg 4,13:50,22 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5790,DAD0446,Vietnam Airlines,2.035.962 VND/khách,09:05,22 thg 4,10:25,22 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5791,DAD0447,Vietnam Airlines,2.035.962 VND/khách,09:05,22 thg 4,10:30,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5792,DAD0512,Vietnam Airlines,2.035.962 VND/khách,11:00,22 thg 4,12:25,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5793,DAD0486,Vietnam Airlines,2.195.802 VND/khách,10:00,22 thg 4,11:25,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5794,DAD0680,Vietnam Airlines,2.195.802 VND/khách,18:40,22 thg 4,20:05,22 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5795,DAD0402,Vietnam Airlines,2.341.656 VND/khách,06:55,22 thg 4,08:25,22 thg 4,1h 30m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5796,DAD0349,VietJet Air,1.296.929 VND/khách,21:25,23 thg 4,22:50,23 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5797,DAD0774,Vietravel Airlines,1.261.838 VND/khách,21:05,23 thg 4,22:25,23 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5798,DAD0024,Bamboo Airways,1.300.341 VND/khách,09:05,23 thg 4,10:30,23 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5799,DAD0050,VietJet Air,1.411.586 VND/khách,05:00,23 thg 4,06:20,23 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5800,DAD0241,VietJet Air,1.411.586 VND/khách,16:15,23 thg 4,17:35,23 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5801,DAD0382,Vietnam Airlines,1.544.496 VND/khách,05:45,23 thg 4,07:10,23 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5802,DAD0277,VietJet Air,1.584.384 VND/khách,17:55,23 thg 4,19:15,23 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5803,DAD0101,VietJet Air,1.699.312 VND/khách,09:35,23 thg 4,10:55,23 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5804,DAD0154,VietJet Air,1.699.312 VND/khách,12:30,23 thg 4,13:50,23 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5805,DAD0124,VietJet Air,1.699.312 VND/khách,10:25,23 thg 4,11:50,23 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5806,DAD0212,VietJet Air,1.699.312 VND/khách,14:10,23 thg 4,15:35,23 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5807,DAD0449,Vietnam Airlines,1.814.731 VND/khách,09:05,23 thg 4,10:30,23 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5808,DAD0472,Vietnam Airlines,1.814.731 VND/khách,09:35,23 thg 4,11:00,23 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5809,DAD0544,Vietnam Airlines,1.814.731 VND/khách,12:15,23 thg 4,13:40,23 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5810,DAD0448,Vietnam Airlines,1.878.120 VND/khách,09:05,23 thg 4,10:25,23 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5811,DAD0487,Vietnam Airlines,1.878.120 VND/khách,10:00,23 thg 4,11:25,23 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5812,DAD0513,Vietnam Airlines,1.878.120 VND/khách,11:00,23 thg 4,12:25,23 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5813,DAD0425,Vietnam Airlines,2.035.962 VND/khách,08:00,23 thg 4,09:25,23 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5814,DAD0403,Vietnam Airlines,2.035.962 VND/khách,06:55,23 thg 4,08:25,23 thg 4,1h 30m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5815,DAD0051,VietJet Air,1.152.796 VND/khách,05:00,24 thg 4,06:20,24 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5816,DAD0775,Vietravel Airlines,1.276.800 VND/khách,21:05,24 thg 4,22:25,24 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5817,DAD0066,VietJet Air,1.296.929 VND/khách,05:30,24 thg 4,06:50,24 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5818,DAD0009,Bamboo Airways,1.300.341 VND/khách,06:30,24 thg 4,07:55,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5819,DAD0316,VietJet Air,1.411.586 VND/khách,20:10,24 thg 4,21:30,24 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5820,DAD0213,VietJet Air,1.411.586 VND/khách,14:10,24 thg 4,15:35,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5821,DAD0350,VietJet Air,1.411.586 VND/khách,21:25,24 thg 4,22:50,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5822,DAD0242,VietJet Air,1.584.384 VND/khách,16:15,24 thg 4,17:35,24 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5823,DAD0025,Bamboo Airways,1.608.343 VND/khách,09:05,24 thg 4,10:30,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5824,DAD0034,Bamboo Airways,1.608.343 VND/khách,14:10,24 thg 4,15:35,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5825,DAD0758,Vietnam Airlines,1.679.613 VND/khách,22:40,24 thg 4,00:00,25 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5826,DAD0383,Vietnam Airlines,1.679.613 VND/khách,05:45,24 thg 4,07:10,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5827,DAD0083,VietJet Air,1.699.312 VND/khách,06:50,24 thg 4,08:10,24 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5828,DAD0170,VietJet Air,1.699.312 VND/khách,13:00,24 thg 4,14:20,24 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5829,DAD0301,VietJet Air,1.699.312 VND/khách,19:15,24 thg 4,20:35,24 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5830,DAD0125,VietJet Air,1.699.312 VND/khách,10:25,24 thg 4,11:50,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5831,DAD0102,VietJet Air,1.786.116 VND/khách,09:35,24 thg 4,10:55,24 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5832,DAD0155,VietJet Air,1.786.116 VND/khách,12:30,24 thg 4,13:50,24 thg 4,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,17-04-2025
5833,DAD0738,Vietnam Airlines,1.878.120 VND/khách,20:45,24 thg 4,22:10,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5834,DAD0703,Vietnam Airlines,1.948.050 VND/khách,19:15,24 thg 4,20:40,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5835,DAD0558,Vietnam Airlines,2.035.962 VND/khách,12:50,24 thg 4,14:15,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5836,DAD0626,Vietnam Airlines,2.035.962 VND/khách,16:00,24 thg 4,17:25,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5837,DAD0649,Vietnam Airlines,2.035.962 VND/khách,16:40,24 thg 4,18:05,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5838,DAD0545,Vietnam Airlines,2.038.959 VND/khách,12:15,24 thg 4,13:40,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5839,DAD0451,Vietnam Airlines,2.195.802 VND/khách,09:05,24 thg 4,10:30,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5840,DAD0599,Vietnam Airlines,2.195.802 VND/khách,15:10,24 thg 4,16:35,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5841,DAD0426,Vietnam Airlines,2.341.656 VND/khách,08:00,24 thg 4,09:25,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5842,DAD0488,Vietnam Airlines,2.341.656 VND/khách,10:00,24 thg 4,11:25,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
5843,DAD0682,Vietnam Airlines,2.341.656 VND/khách,18:40,24 thg 4,20:05,24 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,17-04-2025
