,id,brand,price,start_time,start_day,end_time,end_day,trip_time,destination,hand_luggage,checked_baggage,crawl_date
1543,DAD0741,Vietnam Airlines,1.672.478 VND/khách,20:45,27 thg 4,22:10,27 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",,,07-04-2025
1544,DAD0028,Bamboo Airways,1.782.475 VND/khách,09:05,27 thg 4,10:30,27 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",,,07-04-2025
1545,DAD0386,Vietnam Airlines,1.807.021 VND/khách,05:45,27 thg 4,07:10,27 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",,,07-04-2025
1546,DAD0548,Vietnam Airlines,1.807.021 VND/khách,12:15,27 thg 4,13:40,27 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",,,07-04-2025
1547,DAD0603,Vietnam Airlines,1.807.021 VND/khách,15:10,27 thg 4,16:35,27 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",,,07-04-2025
1548,DAD0407,Vietnam Airlines,1.807.021 VND/khách,06:55,27 thg 4,08:25,27 thg 4,1h 30m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",,,07-04-2025
1549,DAD0468,Vietnam Airlines,1.940.530 VND/khách,09:10,27 thg 4,10:25,27 thg 4,1h 15m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",,,07-04-2025
1550,DAD0429,Vietnam Airlines,1.940.530 VND/khách,08:00,27 thg 4,09:25,27 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",,,07-04-2025
1551,DAD0455,Vietnam Airlines,1.940.530 VND/khách,09:05,27 thg 4,10:30,27 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",,,07-04-2025
1552,DAD0583,Vietnam Airlines,1.940.530 VND/khách,13:25,27 thg 4,14:50,27 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",,,07-04-2025
1553,DAD0491,Vietnam Airlines,2.037.960 VND/khách,10:00,27 thg 4,11:25,27 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",,,07-04-2025
1554,DAD0517,Vietnam Airlines,2.037.960 VND/khách,11:00,27 thg 4,12:25,27 thg 4,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",,,07-04-2025
1555,DAD0768,Vietravel Airlines,1.776.548 VND/khách,21:05,08 thg 5,22:25,08 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1556,DAD0365,VietJet Air,1.419.443 VND/khách,22:45,08 thg 5,00:05,09 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1557,DAD0184,VietJet Air,1.566.161 VND/khách,13:35,08 thg 5,14:50,08 thg 5,1h 15m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1558,DAD0148,VietJet Air,1.566.161 VND/khách,12:30,08 thg 5,13:50,08 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1559,DAD0166,VietJet Air,1.566.161 VND/khách,13:00,08 thg 5,14:20,08 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1560,DAD0235,VietJet Air,1.566.161 VND/khách,16:15,08 thg 5,17:35,08 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1561,DAD0271,VietJet Air,1.566.161 VND/khách,17:55,08 thg 5,19:15,08 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1562,DAD0294,VietJet Air,1.566.161 VND/khách,19:15,08 thg 5,20:35,08 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1563,DAD0206,VietJet Air,1.566.161 VND/khách,14:10,08 thg 5,15:35,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1564,DAD0343,VietJet Air,1.566.161 VND/khách,21:25,08 thg 5,22:50,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1565,DAD0044,VietJet Air,1.588.020 VND/khách,05:00,08 thg 5,06:20,08 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1566,DAD0062,VietJet Air,1.588.020 VND/khách,05:30,08 thg 5,06:50,08 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1567,DAD0077,VietJet Air,1.588.020 VND/khách,06:50,08 thg 5,08:10,08 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1568,DAD0006,Bamboo Airways,1.608.343 VND/khách,06:30,08 thg 5,07:55,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1569,DAD0096,VietJet Air,1.686.773 VND/khách,09:35,08 thg 5,10:55,08 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1570,DAD0118,VietJet Air,1.686.773 VND/khách,10:25,08 thg 5,11:50,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1571,DAD0020,Bamboo Airways,1.773.563 VND/khách,09:05,08 thg 5,10:30,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1573,DAD0320,VietJet Air,1.833.405 VND/khách,20:15,08 thg 5,21:20,08 thg 5,1h 5m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1574,DAD0610,Vietnam Airlines,1.948.050 VND/khách,15:40,08 thg 5,17:00,08 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1575,DAD0619,Vietnam Airlines,1.948.050 VND/khách,16:00,08 thg 5,17:25,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1576,DAD0675,Vietnam Airlines,1.948.050 VND/khách,18:40,08 thg 5,20:05,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1577,DAD0524,Vietnam Airlines,2.104.933 VND/khách,11:35,08 thg 5,13:00,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1578,DAD0553,Vietnam Airlines,2.104.933 VND/khách,12:20,08 thg 5,13:45,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1579,DAD0642,Vietnam Airlines,2.104.933 VND/khách,16:40,08 thg 5,18:05,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1580,DAD0592,Vietnam Airlines,2.262.855 VND/khách,15:10,08 thg 5,16:35,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1581,DAD0697,Vietnam Airlines,2.262.855 VND/khách,19:15,08 thg 5,20:40,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1582,DAD0419,Vietnam Airlines,2.408.309 VND/khách,08:00,08 thg 5,09:25,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1583,DAD0507,Vietnam Airlines,2.408.309 VND/khách,11:00,08 thg 5,12:25,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1584,DAD0568,Vietnam Airlines,2.408.309 VND/khách,13:20,08 thg 5,14:50,08 thg 5,1h 30m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1585,DAD0443,Vietnam Airlines,2.543.374 VND/khách,09:05,08 thg 5,10:25,08 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1586,DAD0731,Vietnam Airlines,2.543.374 VND/khách,20:45,08 thg 5,22:10,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1587,DAD0481,Vietnam Airlines,2.596.361 VND/khách,10:00,08 thg 5,11:25,08 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1588,DAD0769,Vietravel Airlines,1.543.133 VND/khách,21:05,09 thg 5,22:25,09 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1589,DAD0223,VietJet Air,1.616.003 VND/khách,15:40,09 thg 5,17:00,09 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1590,DAD0236,VietJet Air,1.616.003 VND/khách,16:15,09 thg 5,17:35,09 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1591,DAD0366,VietJet Air,1.616.003 VND/khách,22:45,09 thg 5,00:05,10 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1592,DAD0207,VietJet Air,1.616.003 VND/khách,14:10,09 thg 5,15:35,09 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1593,DAD0185,VietJet Air,1.740.295 VND/khách,13:35,09 thg 5,14:50,09 thg 5,1h 15m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1594,DAD0045,VietJet Air,1.740.295 VND/khách,05:00,09 thg 5,06:20,09 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1595,DAD0097,VietJet Air,1.740.295 VND/khách,09:35,09 thg 5,10:55,09 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1596,DAD0149,VietJet Air,1.740.295 VND/khách,12:30,09 thg 5,13:50,09 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1597,DAD0167,VietJet Air,1.740.295 VND/khách,13:00,09 thg 5,14:20,09 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1598,DAD0119,VietJet Air,1.740.295 VND/khách,10:25,09 thg 5,11:50,09 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1599,DAD0078,VietJet Air,1.827.420 VND/khách,06:50,09 thg 5,08:10,09 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1600,DAD0272,VietJet Air,1.827.420 VND/khách,17:55,09 thg 5,19:15,09 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1601,DAD0021,Bamboo Airways,1.938.782 VND/khách,09:05,09 thg 5,10:30,09 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1602,DAD0732,Vietnam Airlines,1.948.050 VND/khách,20:45,09 thg 5,22:10,09 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1603,DAD0698,Vietnam Airlines,2.104.933 VND/khách,19:15,09 thg 5,20:30,09 thg 5,1h 15m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1604,DAD0745,Vietnam Airlines,2.104.933 VND/khách,21:05,09 thg 5,22:25,09 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1605,DAD0643,Vietnam Airlines,2.104.933 VND/khách,16:40,09 thg 5,18:05,09 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1606,DAD0659,Vietnam Airlines,2.104.933 VND/khách,17:00,09 thg 5,18:25,09 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1607,DAD0344,VietJet Air,2.144.625 VND/khách,21:25,09 thg 5,22:50,09 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1608,DAD0593,Vietnam Airlines,2.408.309 VND/khách,15:10,09 thg 5,16:35,09 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1609,DAD0620,Vietnam Airlines,2.408.309 VND/khách,16:00,09 thg 5,17:25,09 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1610,DAD0676,Vietnam Airlines,2.408.309 VND/khách,18:40,09 thg 5,20:05,09 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1611,DAD0699,Vietnam Airlines,2.408.309 VND/khách,19:15,09 thg 5,20:40,09 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1612,DAD0539,Vietnam Airlines,2.543.374 VND/khách,12:15,09 thg 5,13:40,09 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1613,DAD0569,Vietnam Airlines,2.543.374 VND/khách,13:20,09 thg 5,14:50,09 thg 5,1h 30m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1614,DAD0464,Vietnam Airlines,2.596.361 VND/khách,09:10,09 thg 5,10:25,09 thg 5,1h 15m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1615,DAD0482,Vietnam Airlines,2.596.361 VND/khách,10:00,09 thg 5,11:25,09 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1616,DAD0508,Vietnam Airlines,2.596.361 VND/khách,11:00,09 thg 5,12:25,09 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1617,DAD0770,Vietravel Airlines,1.297.602 VND/khách,21:05,10 thg 5,22:25,10 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1618,DAD0314,VietJet Air,1.295.753 VND/khách,20:10,10 thg 5,21:30,10 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1619,DAD0208,VietJet Air,1.411.463 VND/khách,14:10,10 thg 5,15:35,10 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1620,DAD0345,VietJet Air,1.411.463 VND/khách,21:25,10 thg 5,22:50,10 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1621,DAD0237,VietJet Air,1.446.514 VND/khách,16:15,10 thg 5,17:35,10 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1622,DAD0186,VietJet Air,1.566.161 VND/khách,13:35,10 thg 5,14:50,10 thg 5,1h 15m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1623,DAD0046,VietJet Air,1.566.161 VND/khách,05:00,10 thg 5,06:20,10 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1624,DAD0063,VietJet Air,1.566.161 VND/khách,05:30,10 thg 5,06:50,10 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1625,DAD0150,VietJet Air,1.566.161 VND/khách,12:30,10 thg 5,13:50,10 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1626,DAD0296,VietJet Air,1.566.161 VND/khách,19:15,10 thg 5,20:35,10 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1627,DAD0120,VietJet Air,1.566.161 VND/khách,10:25,10 thg 5,11:50,10 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1628,DAD0007,Bamboo Airways,1.608.343 VND/khách,06:30,10 thg 5,07:55,10 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1629,DAD0022,Bamboo Airways,1.608.343 VND/khách,09:05,10 thg 5,10:30,10 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1630,DAD0633,Vietnam Airlines,1.678.959 VND/khách,16:05,10 thg 5,17:00,10 thg 5,55m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1631,DAD0733,Vietnam Airlines,1.678.959 VND/khách,20:45,10 thg 5,22:10,10 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1632,DAD0079,VietJet Air,1.740.295 VND/khách,06:50,10 thg 5,08:10,10 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1633,DAD0525,Vietnam Airlines,1.814.024 VND/khách,11:40,10 thg 5,13:00,10 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1634,DAD0540,Vietnam Airlines,1.814.024 VND/khách,12:15,10 thg 5,13:40,10 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1635,DAD0554,Vietnam Airlines,1.814.024 VND/khách,12:20,10 thg 5,13:45,10 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1636,DAD0594,Vietnam Airlines,1.814.024 VND/khách,15:10,10 thg 5,16:35,10 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1637,DAD0621,Vietnam Airlines,1.814.024 VND/khách,16:00,10 thg 5,17:25,10 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1638,DAD0644,Vietnam Airlines,1.814.024 VND/khách,16:40,10 thg 5,18:05,10 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1639,DAD0570,Vietnam Airlines,1.814.024 VND/khách,13:20,10 thg 5,14:50,10 thg 5,1h 30m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1640,DAD0098,VietJet Air,1.833.405 VND/khách,09:35,10 thg 5,10:55,10 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1641,DAD0483,Vietnam Airlines,1.948.050 VND/khách,10:00,10 thg 5,11:25,10 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1642,DAD0509,Vietnam Airlines,1.948.050 VND/khách,11:00,10 thg 5,12:25,10 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1643,DAD0411,Vietnam Airlines,2.104.933 VND/khách,07:40,10 thg 5,09:00,10 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1644,DAD0399,Vietnam Airlines,2.104.933 VND/khách,06:55,10 thg 5,08:25,10 thg 5,1h 30m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1645,DAD0444,Vietnam Airlines,2.408.309 VND/khách,09:05,10 thg 5,10:25,10 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1646,DAD0677,Vietnam Airlines,2.408.309 VND/khách,18:40,10 thg 5,20:05,10 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1647,DAD0421,Vietnam Airlines,2.543.374 VND/khách,08:00,10 thg 5,09:25,10 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
1648,DAD0771,Vietravel Airlines,1.187.025 VND/khách,21:05,11 thg 5,22:25,11 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1649,DAD0080,VietJet Air,1.150.118 VND/khách,06:50,11 thg 5,08:10,11 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1650,DAD0297,VietJet Air,1.150.118 VND/khách,19:15,11 thg 5,20:35,11 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1651,DAD0274,VietJet Air,1.153.110 VND/khách,17:55,11 thg 5,19:15,11 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1652,DAD0238,VietJet Air,1.284.780 VND/khách,16:15,11 thg 5,17:35,11 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1653,DAD0209,VietJet Air,1.284.780 VND/khách,14:10,11 thg 5,15:35,11 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1654,DAD0346,VietJet Air,1.284.780 VND/khách,21:25,11 thg 5,22:50,11 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1655,DAD0047,VietJet Air,1.299.623 VND/khách,05:00,11 thg 5,06:20,11 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1656,DAD0023,Bamboo Airways,1.300.341 VND/khách,09:05,11 thg 5,10:30,11 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1657,DAD0168,VietJet Air,1.405.478 VND/khách,13:00,11 thg 5,14:20,11 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1658,DAD0099,VietJet Air,1.408.470 VND/khách,09:35,11 thg 5,10:55,11 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1659,DAD0121,VietJet Air,1.408.470 VND/khách,10:25,11 thg 5,11:50,11 thg 5,1h 25m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1660,DAD0151,VietJet Air,1.411.463 VND/khách,12:30,11 thg 5,13:50,11 thg 5,1h 20m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1661,DAD0187,VietJet Air,1.446.514 VND/khách,13:35,11 thg 5,14:50,11 thg 5,1h 15m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,07-05-2025
1662,DAD0700,Vietnam Airlines,1.543.895 VND/khách,19:15,11 thg 5,20:30,11 thg 5,1h 15m,"Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 10 kg,Hành lý 23 kg,07-05-2025
