id,brand,price,start_time,start_day,end_time,end_day,trip_time,destination,hand_luggage,checked_baggage,crawl_date
PQC0109,VietJet Air,1.782.000 VND/khách,15:40,02 thg 5,16:40,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0088,VietJet Air,1.808.000 VND/khách,14:05,02 thg 5,15:05,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0245,Vietnam Airlines,1.840.158 VND/khách,10:30,02 thg 5,11:35,02 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0042,VietJet Air,1.842.000 VND/khách,09:20,02 thg 5,10:20,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0269,Vietnam Airlines,1.930.068 VND/khách,15:05,02 thg 5,16:10,02 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0226,Vietnam Airlines,1.996.002 VND/khách,10:25,02 thg 5,11:25,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0248,Vietnam Airlines,1.999.998 VND/khách,13:00,02 thg 5,14:00,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0003,Bamboo Airways,1.013.756 VND/khách,16:30,03 thg 5,17:30,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0324,Vietravel Airlines,1.084.452 VND/khách,17:25,03 thg 5,18:25,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0037,VietJet Air,1.314.000 VND/khách,08:25,03 thg 5,09:30,03 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0293,Vietnam Airlines,1.368.630 VND/khách,17:25,03 thg 5,18:25,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0018,VietJet Air,1.425.000 VND/khách,05:55,03 thg 5,06:55,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0133,VietJet Air,1.425.000 VND/khách,17:10,03 thg 5,18:15,03 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0247,Vietnam Airlines,1.446.552 VND/khách,12:20,03 thg 5,13:25,03 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0306,Vietnam Airlines,1.565.433 VND/khách,20:20,03 thg 5,21:20,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0183,Vietnam Airlines,1.568.430 VND/khách,05:40,03 thg 5,06:40,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0270,Vietnam Airlines,1.568.430 VND/khách,15:05,03 thg 5,16:10,03 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0089,VietJet Air,1.582.000 VND/khách,14:05,03 thg 5,15:05,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0204,Vietnam Airlines,1.665.333 VND/khách,08:10,03 thg 5,08:55,03 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0110,VietJet Air,1.697.000 VND/khách,15:40,03 thg 5,16:40,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0043,VietJet Air,1.808.000 VND/khách,09:20,03 thg 5,10:20,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0067,VietJet Air,1.808.000 VND/khách,11:35,03 thg 5,12:35,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0227,Vietnam Airlines,1.915.083 VND/khách,10:25,03 thg 5,11:25,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0252,Vietnam Airlines,1.918.080 VND/khách,13:05,03 thg 5,14:00,03 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0004,Bamboo Airways,1.013.756 VND/khách,16:30,04 thg 5,17:30,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0019,VietJet Air,1.061.000 VND/khách,05:55,04 thg 5,06:55,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0317,Vietnam Airlines,1.130.868 VND/khách,20:25,04 thg 5,21:25,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0111,VietJet Air,1.169.000 VND/khách,15:40,04 thg 5,16:40,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0134,VietJet Air,1.169.000 VND/khách,17:10,04 thg 5,18:15,04 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0320,Vietnam Airlines,1.222.776 VND/khách,21:00,04 thg 5,22:00,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0294,Vietnam Airlines,1.226.772 VND/khách,17:25,04 thg 5,18:25,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0184,Vietnam Airlines,1.241.757 VND/khách,05:40,04 thg 5,06:40,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0044,VietJet Air,1.310.000 VND/khách,09:20,04 thg 5,10:20,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0068,VietJet Air,1.310.000 VND/khách,11:35,04 thg 5,12:35,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0090,VietJet Air,1.310.000 VND/khách,14:05,04 thg 5,15:05,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0271,Vietnam Airlines,1.350.648 VND/khách,15:05,04 thg 5,16:10,04 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0205,Vietnam Airlines,1.357.641 VND/khách,08:10,04 thg 5,08:55,04 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0228,Vietnam Airlines,1.554.444 VND/khách,10:25,04 thg 5,11:25,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0253,Vietnam Airlines,1.662.336 VND/khách,13:05,04 thg 5,14:00,04 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0325,Vietravel Airlines,1.900.238 VND/khách,17:25,04 thg 5,18:25,04 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0005,Bamboo Airways,1.013.756 VND/khách,16:30,05 thg 5,17:30,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0326,Vietravel Airlines,767.555 VND/khách,17:25,05 thg 5,18:25,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0135,VietJet Air,834.000 VND/khách,17:10,05 thg 5,18:15,05 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0170,Vietnam Airlines,1.014.984 VND/khách,05:25,05 thg 5,06:20,05 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 0 kg,29-04-2025
PQC0020,VietJet Air,1.061.000 VND/khách,05:55,05 thg 5,06:55,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0112,VietJet Air,1.061.000 VND/khách,15:40,05 thg 5,16:40,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0091,VietJet Air,1.169.000 VND/khách,14:05,05 thg 5,15:05,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0185,Vietnam Airlines,1.226.772 VND/khách,05:40,05 thg 5,06:40,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0308,Vietnam Airlines,1.252.746 VND/khách,20:20,05 thg 5,21:20,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0318,Vietnam Airlines,1.252.746 VND/khách,20:25,05 thg 5,21:25,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0045,VietJet Air,1.314.000 VND/khách,09:20,05 thg 5,10:20,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0069,VietJet Air,1.314.000 VND/khách,11:35,05 thg 5,12:35,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0272,Vietnam Airlines,1.382.616 VND/khách,15:05,05 thg 5,16:10,05 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0254,Vietnam Airlines,1.468.530 VND/khách,13:05,05 thg 5,14:00,05 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0229,Vietnam Airlines,1.568.430 VND/khách,10:25,05 thg 5,11:25,05 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0206,Vietnam Airlines,1.735.463 VND/khách,08:10,05 thg 5,08:55,05 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0327,Vietravel Airlines,767.555 VND/khách,17:25,06 thg 5,18:25,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0136,VietJet Air,834.000 VND/khách,17:10,06 thg 5,18:15,06 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0021,VietJet Air,1.061.000 VND/khách,05:55,06 thg 5,06:55,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0113,VietJet Air,1.061.000 VND/khách,15:40,06 thg 5,16:40,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0064,VietJet Air,1.169.000 VND/khách,11:30,06 thg 5,12:30,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0070,VietJet Air,1.169.000 VND/khách,11:35,06 thg 5,12:35,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0092,VietJet Air,1.169.000 VND/khách,14:05,06 thg 5,15:05,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0186,Vietnam Airlines,1.254.888 VND/khách,05:40,06 thg 5,06:40,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0046,VietJet Air,1.314.000 VND/khách,09:20,06 thg 5,10:20,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0273,Vietnam Airlines,1.367.266 VND/khách,15:05,06 thg 5,16:10,06 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0207,Vietnam Airlines,1.479.645 VND/khách,08:10,06 thg 5,08:55,06 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0255,Vietnam Airlines,1.580.576 VND/khách,13:05,06 thg 5,14:00,06 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0230,Vietnam Airlines,1.580.576 VND/khách,10:25,06 thg 5,11:25,06 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0006,Bamboo Airways,869.953 VND/khách,16:30,07 thg 5,17:30,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0328,Vietravel Airlines,767.555 VND/khách,17:25,07 thg 5,18:25,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0114,VietJet Air,834.000 VND/khách,15:40,07 thg 5,16:40,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0137,VietJet Air,834.000 VND/khách,17:10,07 thg 5,18:15,07 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0022,VietJet Air,1.061.000 VND/khách,05:55,07 thg 5,06:55,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0071,VietJet Air,1.169.000 VND/khách,11:35,07 thg 5,12:35,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0093,VietJet Air,1.169.000 VND/khách,14:05,07 thg 5,15:05,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0187,Vietnam Airlines,1.254.888 VND/khách,05:40,07 thg 5,06:40,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0047,VietJet Air,1.314.000 VND/khách,09:20,07 thg 5,10:20,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0208,Vietnam Airlines,1.479.645 VND/khách,08:10,07 thg 5,08:55,07 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0231,Vietnam Airlines,1.580.576 VND/khách,10:25,07 thg 5,11:25,07 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0274,Vietnam Airlines,1.580.576 VND/khách,15:05,07 thg 5,16:10,07 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0256,Vietnam Airlines,1.754.820 VND/khách,13:05,07 thg 5,14:00,07 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0023,VietJet Air,1.061.000 VND/khách,05:55,08 thg 5,06:55,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0329,Vietravel Airlines,1.163.677 VND/khách,17:25,08 thg 5,18:25,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0094,VietJet Air,1.314.000 VND/khách,14:05,08 thg 5,15:05,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0115,VietJet Air,1.314.000 VND/khách,15:40,08 thg 5,16:40,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0038,VietJet Air,1.314.000 VND/khách,08:25,08 thg 5,09:30,08 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0138,VietJet Air,1.314.000 VND/khách,17:10,08 thg 5,18:15,08 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0155,VietJet Air,1.314.000 VND/khách,17:40,08 thg 5,18:45,08 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0188,Vietnam Airlines,1.372.626 VND/khách,05:40,08 thg 5,06:40,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0048,VietJet Air,1.425.000 VND/khách,09:20,08 thg 5,10:20,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0072,VietJet Air,1.425.000 VND/khách,11:35,08 thg 5,12:35,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0275,Vietnam Airlines,1.472.526 VND/khách,15:05,08 thg 5,16:10,08 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0232,Vietnam Airlines,1.673.325 VND/khách,10:25,08 thg 5,11:25,08 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0209,Vietnam Airlines,1.680.318 VND/khách,08:10,08 thg 5,08:55,08 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0257,Vietnam Airlines,1.688.310 VND/khách,13:05,08 thg 5,14:00,08 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0007,Bamboo Airways,1.332.977 VND/khách,16:30,09 thg 5,17:30,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0330,Vietravel Airlines,1.163.677 VND/khách,17:25,09 thg 5,18:25,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0139,VietJet Air,1.300.000 VND/khách,17:10,09 thg 5,18:15,09 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0024,VietJet Air,1.425.000 VND/khách,05:55,09 thg 5,06:55,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0116,VietJet Air,1.425.000 VND/khách,15:40,09 thg 5,16:40,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0309,Vietnam Airlines,1.498.500 VND/khách,20:20,09 thg 5,21:20,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0189,Vietnam Airlines,1.568.430 VND/khách,05:40,09 thg 5,06:40,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0095,VietJet Air,1.582.000 VND/khách,14:05,09 thg 5,15:05,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0276,Vietnam Airlines,1.673.325 VND/khách,15:05,09 thg 5,16:10,09 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0049,VietJet Air,1.697.000 VND/khách,09:20,09 thg 5,10:20,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0073,VietJet Air,1.782.000 VND/khách,11:35,09 thg 5,12:35,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0233,Vietnam Airlines,1.915.083 VND/khách,10:25,09 thg 5,11:25,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0249,Vietnam Airlines,1.922.076 VND/khách,13:00,09 thg 5,14:00,09 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0210,Vietnam Airlines,1.996.002 VND/khách,08:10,09 thg 5,08:55,09 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0331,Vietravel Airlines,982.592 VND/khách,17:25,10 thg 5,18:25,10 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0140,VietJet Air,1.154.000 VND/khách,17:10,10 thg 5,18:15,10 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0025,VietJet Air,1.300.000 VND/khách,05:55,10 thg 5,06:55,10 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0096,VietJet Air,1.300.000 VND/khách,14:05,10 thg 5,15:05,10 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0117,VietJet Air,1.300.000 VND/khách,15:40,10 thg 5,16:40,10 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0074,VietJet Air,1.425.000 VND/khách,11:35,10 thg 5,12:35,10 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0277,Vietnam Airlines,1.483.515 VND/khách,15:05,10 thg 5,16:10,10 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0258,Vietnam Airlines,1.568.430 VND/khách,13:05,10 thg 5,14:00,10 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
PQC0050,VietJet Air,1.582.000 VND/khách,09:20,10 thg 5,10:20,10 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,29-04-2025
PQC0234,Vietnam Airlines,1.735.463 VND/khách,10:25,10 thg 5,11:25,10 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,29-04-2025
