id,brand,price,start_time,start_day,end_time,end_day,trip_time,destination,hand_luggage,checked_baggage,crawl_date
PQC0077,VietJet Air,1.289.000 VND/khách,11:35,22 thg 4,12:35,22 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0280,Vietnam Airlines,1.747.251 VND/khách,15:05,22 thg 4,16:10,22 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0214,Vietnam Airlines,1.772.226 VND/khách,08:10,22 thg 4,08:55,22 thg 4,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0261,Vietnam Airlines,1.890.108 VND/khách,13:05,22 thg 4,14:00,22 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0335,Vietravel Airlines,752.220 VND/khách,17:25,23 thg 4,18:25,23 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0029,VietJet Air,819.000 VND/khách,05:55,23 thg 4,06:55,23 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0144,VietJet Air,819.000 VND/khách,17:10,23 thg 4,18:15,23 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0129,VietJet Air,848.000 VND/khách,16:25,23 thg 4,17:25,23 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0173,Vietnam Airlines,865.134 VND/khách,05:25,23 thg 4,06:20,23 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0010,Bamboo Airways,1.013.756 VND/khách,16:30,23 thg 4,17:30,23 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0100,VietJet Air,1.153.000 VND/khách,14:05,23 thg 4,15:05,23 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0194,Vietnam Airlines,1.248.349 VND/khách,05:40,23 thg 4,06:40,23 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0054,VietJet Air,1.289.000 VND/khách,09:20,23 thg 4,10:20,23 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0078,VietJet Air,1.289.000 VND/khách,11:35,23 thg 4,12:35,23 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0215,Vietnam Airlines,1.728.270 VND/khách,08:10,23 thg 4,08:55,23 thg 4,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0262,Vietnam Airlines,1.761.237 VND/khách,13:05,23 thg 4,14:00,23 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0281,Vietnam Airlines,1.761.237 VND/khách,15:05,23 thg 4,16:10,23 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0336,Vietravel Airlines,1.136.290 VND/khách,17:25,24 thg 4,18:25,24 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0030,VietJet Air,1.153.000 VND/khách,05:55,24 thg 4,06:55,24 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0174,Vietnam Airlines,1.248.349 VND/khách,05:25,24 thg 4,06:20,24 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0101,VietJet Air,1.289.000 VND/khách,14:05,24 thg 4,15:05,24 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0122,VietJet Air,1.289.000 VND/khách,15:40,24 thg 4,16:40,24 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0039,VietJet Air,1.289.000 VND/khách,08:25,24 thg 4,09:30,24 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0145,VietJet Air,1.289.000 VND/khách,17:10,24 thg 4,18:15,24 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0158,VietJet Air,1.289.000 VND/khách,17:40,24 thg 4,18:45,24 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0195,Vietnam Airlines,1.331.667 VND/khách,05:40,24 thg 4,06:40,24 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0055,VietJet Air,1.418.000 VND/khách,09:20,24 thg 4,10:20,24 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0079,VietJet Air,1.418.000 VND/khách,11:35,24 thg 4,12:35,24 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0282,Vietnam Airlines,1.750.248 VND/khách,15:05,24 thg 4,16:10,24 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0217,Vietnam Airlines,1.861.137 VND/khách,08:10,24 thg 4,08:55,24 thg 4,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0263,Vietnam Airlines,1.883.115 VND/khách,13:05,24 thg 4,14:00,24 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0337,Vietravel Airlines,1.136.290 VND/khách,17:25,25 thg 4,18:25,25 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0031,VietJet Air,1.289.000 VND/khách,05:55,25 thg 4,06:55,25 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0123,VietJet Air,1.289.000 VND/khách,15:40,25 thg 4,16:40,25 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0146,VietJet Air,1.289.000 VND/khách,17:10,25 thg 4,18:15,25 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0175,Vietnam Airlines,1.339.659 VND/khách,05:25,25 thg 4,06:20,25 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0011,Bamboo Airways,1.427.825 VND/khách,16:30,25 thg 4,17:30,25 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0196,Vietnam Airlines,1.570.428 VND/khách,05:40,25 thg 4,06:40,25 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0102,VietJet Air,1.587.000 VND/khách,14:05,25 thg 4,15:05,25 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0296,Vietnam Airlines,1.655.343 VND/khách,17:25,25 thg 4,18:25,25 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0056,VietJet Air,1.708.000 VND/khách,09:20,25 thg 4,10:20,25 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0080,VietJet Air,1.708.000 VND/khách,11:35,25 thg 4,12:35,25 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0311,Vietnam Airlines,1.725.273 VND/khách,20:20,25 thg 4,21:20,25 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0218,Vietnam Airlines,1.971.027 VND/khách,08:10,25 thg 4,08:55,25 thg 4,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0240,Vietnam Airlines,1.971.027 VND/khách,10:25,25 thg 4,11:25,25 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0283,Vietnam Airlines,1.971.027 VND/khách,15:05,25 thg 4,16:10,25 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0338,Vietravel Airlines,961.170 VND/khách,17:25,26 thg 4,18:25,26 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0124,VietJet Air,1.046.000 VND/khách,15:40,26 thg 4,16:40,26 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0147,VietJet Air,1.046.000 VND/khách,17:10,26 thg 4,18:15,26 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0176,Vietnam Airlines,1.221.777 VND/khách,05:25,26 thg 4,06:20,26 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0032,VietJet Air,1.296.000 VND/khách,05:55,26 thg 4,06:55,26 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0103,VietJet Air,1.296.000 VND/khách,14:05,26 thg 4,15:05,26 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0197,Vietnam Airlines,1.335.663 VND/khách,05:40,26 thg 4,06:40,26 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0081,VietJet Air,1.594.000 VND/khách,11:35,26 thg 4,12:35,26 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0057,VietJet Air,1.609.000 VND/khách,09:20,26 thg 4,10:20,26 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0312,Vietnam Airlines,1.735.263 VND/khách,20:20,26 thg 4,21:20,26 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0284,Vietnam Airlines,1.842.156 VND/khách,15:05,26 thg 4,16:10,26 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0219,Vietnam Airlines,1.856.142 VND/khách,08:10,26 thg 4,08:55,26 thg 4,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0241,Vietnam Airlines,1.941.057 VND/khách,10:25,26 thg 4,11:25,26 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0264,Vietnam Airlines,1.956.042 VND/khách,13:05,26 thg 4,14:00,26 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0339,Vietravel Airlines,752.220 VND/khách,17:25,27 thg 4,18:25,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0148,VietJet Air,841.000 VND/khách,17:10,27 thg 4,18:15,27 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0012,Bamboo Airways,1.013.756 VND/khách,16:30,27 thg 4,17:30,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0033,VietJet Air,1.046.000 VND/khách,05:55,27 thg 4,06:55,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0125,VietJet Air,1.046.000 VND/khách,15:40,27 thg 4,16:40,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0177,Vietnam Airlines,1.107.891 VND/khách,05:25,27 thg 4,06:20,27 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0198,Vietnam Airlines,1.125.873 VND/khách,05:40,27 thg 4,06:40,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0104,VietJet Air,1.153.000 VND/khách,14:05,27 thg 4,15:05,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0082,VietJet Air,1.296.000 VND/khách,11:35,27 thg 4,12:35,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0313,Vietnam Airlines,1.452.546 VND/khách,20:20,27 thg 4,21:20,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0058,VietJet Air,1.594.000 VND/khách,09:20,27 thg 4,10:20,27 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0285,Vietnam Airlines,1.651.347 VND/khách,15:05,27 thg 4,16:10,27 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0265,Vietnam Airlines,1.890.108 VND/khách,13:05,27 thg 4,14:00,27 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0220,Vietnam Airlines,1.945.053 VND/khách,08:10,27 thg 4,08:55,27 thg 4,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0340,Vietravel Airlines,961.170 VND/khách,17:25,28 thg 4,18:25,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0178,Vietnam Airlines,920.079 VND/khách,05:25,28 thg 4,06:20,28 thg 4,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0013,Bamboo Airways,1.013.756 VND/khách,16:30,28 thg 4,17:30,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0034,VietJet Air,1.024.000 VND/khách,05:55,28 thg 4,06:55,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0126,VietJet Air,1.024.000 VND/khách,15:40,28 thg 4,16:40,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0149,VietJet Air,1.024.000 VND/khách,17:10,28 thg 4,18:15,28 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0105,VietJet Air,1.153.000 VND/khách,14:05,28 thg 4,15:05,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0199,Vietnam Airlines,1.213.785 VND/khách,05:40,28 thg 4,06:40,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0059,VietJet Air,1.289.000 VND/khách,09:20,28 thg 4,10:20,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0083,VietJet Air,1.289.000 VND/khách,11:35,28 thg 4,12:35,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0314,Vietnam Airlines,1.643.355 VND/khách,20:20,28 thg 4,21:20,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0221,Vietnam Airlines,1.658.340 VND/khách,08:10,28 thg 4,08:55,28 thg 4,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0243,Vietnam Airlines,1.890.108 VND/khách,10:25,28 thg 4,11:25,28 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0286,Vietnam Airlines,1.890.108 VND/khách,15:05,28 thg 4,16:10,28 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0341,Vietravel Airlines,1.934.381 VND/khách,17:25,29 thg 4,18:25,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0127,VietJet Air,1.711.000 VND/khách,15:40,29 thg 4,16:40,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0040,VietJet Air,1.711.000 VND/khách,08:25,29 thg 4,09:30,29 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0035,VietJet Air,1.722.000 VND/khách,05:55,29 thg 4,06:55,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0106,VietJet Air,1.789.000 VND/khách,14:05,29 thg 4,15:05,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0150,VietJet Air,1.796.000 VND/khách,17:10,29 thg 4,18:15,29 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0060,VietJet Air,1.811.000 VND/khách,09:20,29 thg 4,10:20,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0084,VietJet Air,1.811.000 VND/khách,11:35,29 thg 4,12:35,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0341,Vietravel Airlines,1.934.381 VND/khách,17:25,29 thg 4,18:25,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0222,Vietnam Airlines,1.974.024 VND/khách,08:10,29 thg 4,08:55,29 thg 4,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0200,Vietnam Airlines,1.974.024 VND/khách,05:40,29 thg 4,06:40,29 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0287,Vietnam Airlines,1.974.024 VND/khách,15:05,29 thg 4,16:10,29 thg 4,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0342,Vietravel Airlines,1.870.600 VND/khách,17:25,30 thg 4,18:25,30 thg 4,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",,,10-04-2025
PQC0332,Vietravel Airlines,835.044 VND/khách,17:25,11 thg 5,18:25,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,10-05-2025
PQC0097,VietJet Air,810.000 VND/khách,14:05,11 thg 5,15:05,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,10-05-2025
PQC0026,VietJet Air,1.066.000 VND/khách,05:55,11 thg 5,06:55,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,10-05-2025
PQC0118,VietJet Air,1.149.000 VND/khách,15:40,11 thg 5,16:40,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,10-05-2025
PQC0008,Bamboo Airways,1.167.757 VND/khách,16:30,11 thg 5,17:30,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,10-05-2025
PQC0051,VietJet Air,1.183.000 VND/khách,09:20,11 thg 5,10:20,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,10-05-2025
PQC0075,VietJet Air,1.183.000 VND/khách,11:35,11 thg 5,12:35,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,10-05-2025
PQC0310,Vietnam Airlines,1.271.727 VND/khách,20:20,11 thg 5,21:20,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 10 kg,Hành lý 23 kg,10-05-2025
PQC0278,Vietnam Airlines,1.383.615 VND/khách,15:05,11 thg 5,16:10,11 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 10 kg,Hành lý 23 kg,10-05-2025
PQC0259,Vietnam Airlines,1.581.764 VND/khách,13:05,11 thg 5,14:00,11 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 10 kg,Hành lý 23 kg,10-05-2025
PQC0191,Vietnam Airlines,1.581.764 VND/khách,05:40,11 thg 5,06:40,11 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 10 kg,Hành lý 23 kg,10-05-2025
PQC0212,Vietnam Airlines,1.692.306 VND/khách,08:10,11 thg 5,08:55,11 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 10 kg,Hành lý 23 kg,10-05-2025
PQC0322,Vietravel Airlines,1.854.828 VND/khách,17:25,01 thg 5,18:25,01 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0131,VietJet Air,1.700.863 VND/khách,17:10,01 thg 5,18:15,01 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0154,VietJet Air,1.700.863 VND/khách,17:40,01 thg 5,18:45,01 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0001,Bamboo Airways,1.707.271 VND/khách,16:30,01 thg 5,17:30,01 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0108,VietJet Air,1.785.016 VND/khách,15:40,01 thg 5,16:40,01 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0166,Vietnam Airlines,1.912.086 VND/khách,05:25,01 thg 5,06:20,01 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,11-04-2025
PQC0161,Vietnam Airlines,1.912.086 VND/khách,05:10,01 thg 5,06:10,01 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,11-04-2025
PQC0323,Vietravel Airlines,1.619.423 VND/khách,17:25,02 thg 5,18:25,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0017,VietJet Air,1.700.863 VND/khách,05:55,02 thg 5,06:55,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0132,VietJet Air,1.700.863 VND/khách,17:10,02 thg 5,18:15,02 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0002,Bamboo Airways,1.715.850 VND/khách,16:30,02 thg 5,17:30,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0167,Vietnam Airlines,1.757.241 VND/khách,05:25,02 thg 5,06:20,02 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,11-04-2025
PQC0088,VietJet Air,1.777.095 VND/khách,14:05,02 thg 5,15:05,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0042,VietJet Air,1.810.756 VND/khách,09:20,02 thg 5,10:20,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0066,VietJet Air,1.839.467 VND/khách,11:35,02 thg 5,12:35,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0109,VietJet Air,1.880.058 VND/khách,15:40,02 thg 5,16:40,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0248,Vietnam Airlines,1.986.012 VND/khách,13:00,02 thg 5,14:00,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,11-04-2025
PQC0305,Vietnam Airlines,1.986.012 VND/khách,20:20,02 thg 5,21:20,02 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,11-04-2025
PQC0269,Vietnam Airlines,1.986.012 VND/khách,15:05,02 thg 5,16:10,02 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,11-04-2025
PQC0324,Vietravel Airlines,875.710 VND/khách,17:25,03 thg 5,18:25,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0133,VietJet Air,1.018.736 VND/khách,17:10,03 thg 5,18:15,03 thg 5,1h 5m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0003,Bamboo Airways,1.018.850 VND/khách,16:30,03 thg 5,17:30,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0018,VietJet Air,1.281.093 VND/khách,05:55,03 thg 5,06:55,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0089,VietJet Air,1.281.093 VND/khách,14:05,03 thg 5,15:05,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0168,Vietnam Airlines,1.355.643 VND/khách,05:25,03 thg 5,06:20,03 thg 5,55m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,11-04-2025
PQC0067,VietJet Air,1.405.836 VND/khách,11:35,03 thg 5,12:35,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0183,Vietnam Airlines,1.492.506 VND/khách,05:40,03 thg 5,06:40,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,11-04-2025
PQC0306,Vietnam Airlines,1.554.444 VND/khách,20:20,03 thg 5,21:20,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,11-04-2025
PQC0043,VietJet Air,1.577.110 VND/khách,09:20,03 thg 5,10:20,03 thg 5,1h 0m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 7 kg,Hành lý 0 kg,11-04-2025
PQC0204,Vietnam Airlines,1.731.267 VND/khách,08:10,03 thg 5,08:55,03 thg 5,45m,"Phú Quốc (PQC)
Sân bay Phú Quốc",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,11-04-2025
