brand,start_day,start_time,end_day,end_time,trip_time,price,crawl_date,days_left,id
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,2622099,01-05-2025,2,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,2852590,02-05-2025,1,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3802890,13-04-2025,20,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3801895,14-04-2025,19,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3801895,15-04-2025,18,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3826325,17-04-2025,16,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3826325,18-04-2025,15,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3807193,19-04-2025,14,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3807193,20-04-2025,13,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3117758,21-04-2025,12,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3079584,22-04-2025,11,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3079584,23-04-2025,10,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3079584,24-04-2025,9,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3117758,25-04-2025,8,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3117758,25-04-2025,8,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3117758,26-04-2025,7,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3117758,26-04-2025,7,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3117758,27-04-2025,6,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,3117758,27-04-2025,6,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,2622099,28-04-2025,5,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,2622099,29-04-2025,4,HAN0001
Bamboo Airways,03-05-2025,05:25:00,03-05-2025,07:35:00,2.17,2622099,30-04-2025,3,HAN0001
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3375607,01-05-2025,2,HAN0027
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3458396,02-05-2025,1,HAN0027
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3802890,13-04-2025,20,HAN0027
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3801895,14-04-2025,19,HAN0027
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3801895,15-04-2025,18,HAN0027
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3826325,17-04-2025,16,HAN0027
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3826325,18-04-2025,15,HAN0027
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3807193,19-04-2025,14,HAN0027
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3807193,20-04-2025,13,HAN0027
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3807193,21-04-2025,12,HAN0027
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3760578,22-04-2025,11,HAN0027
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3760578,24-04-2025,9,HAN0027
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3807193,26-04-2025,7,HAN0027
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3458396,27-04-2025,6,HAN0027
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3714627,28-04-2025,5,HAN0027
Bamboo Airways,03-05-2025,10:40:00,03-05-2025,12:50:00,2.17,3117758,29-04-2025,4,HAN0027
