,brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,hand_luggage,checked_baggage,crawl_date,source_file,destination,id
3898,Vietnam Airlines,2573424,16:40,2025-04-29,2025-04-29,18:05,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,11-04-25,planetrip_SGN.DAD&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0654
3899,Vietnam Airlines,2580417,06:55,2025-04-29,2025-04-29,08:25,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,11-04-25,planetrip_SGN.DAD&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0409
3900,Vietnam Airlines,2587410,05:45,2025-04-29,2025-04-29,07:10,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,11-04-25,planetrip_SGN.DAD&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0388
3901,Vietnam Airlines,2596361,18:40,2025-04-29,2025-04-29,20:05,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,11-04-25,planetrip_SGN.DAD&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0687
3902,Vietnam Airlines,2596361,19:15,2025-04-29,2025-04-29,20:40,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,11-04-25,planetrip_SGN.DAD&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0708
3903,Vietnam Airlines,2596361,20:45,2025-04-29,2025-04-29,22:10,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,11-04-25,planetrip_SGN.DAD&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0743
3904,Vietnam Airlines,2596361,19:35,2025-04-29,2025-04-29,21:05,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,11-04-25,planetrip_SGN.DAD&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0717
3905,Vietravel Airlines,1832193,21:05,2025-04-30,2025-04-30,22:25,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0781
3906,VietJet Air,1841447,22:45,2025-04-30,2025-05-01,00:05,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0372
3907,VietJet Air,1984011,17:35,2025-04-30,2025-04-30,18:55,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0262
3908,VietJet Air,1984011,17:55,2025-04-30,2025-04-30,19:15,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0283
3909,VietJet Air,1984011,19:15,2025-04-30,2025-04-30,20:35,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0307
3910,VietJet Air,1984011,21:25,2025-04-30,2025-04-30,22:50,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0356
3911,VietJet Air,2297849,16:15,2025-04-30,2025-04-30,17:35,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0248
3912,VietJet Air,2407741,05:00,2025-04-30,2025-04-30,06:20,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0057
3913,VietJet Air,2466153,13:35,2025-04-30,2025-04-30,14:50,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0197
3914,VietJet Air,2466153,06:50,2025-04-30,2025-04-30,08:10,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0088
3915,VietJet Air,2466153,09:35,2025-04-30,2025-04-30,10:55,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0108
3916,VietJet Air,2466153,12:30,2025-04-30,2025-04-30,13:50,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0161
3917,VietJet Air,2466153,10:25,2025-04-30,2025-04-30,11:50,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0131
3918,Bamboo Airways,2553275,06:30,2025-04-30,2025-04-30,07:55,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,20,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0011
3919,Bamboo Airways,2553275,09:05,2025-04-30,2025-04-30,10:30,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,20,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0031
3920,Vietnam Airlines,2562435,20:45,2025-04-30,2025-04-30,22:10,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0744
3921,Vietnam Airlines,2582749,15:10,2025-04-30,2025-04-30,16:35,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0606
3922,Vietnam Airlines,2582749,16:00,2025-04-30,2025-04-30,17:25,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0632
3923,Vietnam Airlines,2582749,16:40,2025-04-30,2025-04-30,18:05,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0655
3924,Vietnam Airlines,2582749,17:00,2025-04-30,2025-04-30,18:25,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0664
3925,Vietnam Airlines,2582749,18:40,2025-04-30,2025-04-30,20:05,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0688
3926,Vietnam Airlines,2582749,19:15,2025-04-30,2025-04-30,20:40,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0709
3927,Vietnam Airlines,2582749,19:55,2025-04-30,2025-04-30,21:25,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,11-04-25,planetrip_SGN.DAD&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0720
3928,Vietravel Airlines,1507770,21:05,2025-05-01,2025-05-01,22:25,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0761
3929,VietJet Air,1596975,17:35,2025-05-01,2025-05-01,18:55,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0249
3930,VietJet Air,1596975,17:55,2025-05-01,2025-05-01,19:15,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0264
3931,VietJet Air,1596975,19:15,2025-05-01,2025-05-01,20:35,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0287
3932,VietJet Air,1596975,20:10,2025-05-01,2025-05-01,21:30,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0310
3933,VietJet Air,1596975,22:45,2025-05-01,2025-05-02,00:05,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0358
3934,VietJet Air,1596975,21:25,2025-05-01,2025-05-01,22:50,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0336
3935,VietJet Air,1714385,13:35,2025-05-01,2025-05-01,14:50,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0177
3936,VietJet Air,1714385,05:00,2025-05-01,2025-05-01,06:20,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0037
3937,VietJet Air,1714385,05:30,2025-05-01,2025-05-01,06:50,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0058
3938,VietJet Air,1714385,13:00,2025-05-01,2025-05-01,14:20,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0162
3939,VietJet Air,1714385,16:15,2025-05-01,2025-05-01,17:35,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0228
3940,VietJet Air,1714385,14:10,2025-05-01,2025-05-01,15:35,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0199
3941,Bamboo Airways,1782475,06:30,2025-05-01,2025-05-01,07:55,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0001
3942,VietJet Air,1854680,09:35,2025-05-01,2025-05-01,10:55,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0089
3943,VietJet Air,1854680,12:30,2025-05-01,2025-05-01,13:50,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0141
3944,VietJet Air,1854680,10:25,2025-05-01,2025-05-01,11:50,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0111
3945,Vietnam Airlines,1936062,20:45,2025-05-01,2025-05-01,22:10,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0723
3946,VietJet Air,1997960,06:50,2025-05-01,2025-05-01,08:10,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0070
3947,Vietnam Airlines,2098899,16:00,2025-05-01,2025-05-01,17:25,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0612
3948,Vietnam Airlines,2098899,16:40,2025-05-01,2025-05-01,18:05,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0635
3949,Vietnam Airlines,2098899,19:15,2025-05-01,2025-05-01,20:40,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0690
3950,Vietnam Airlines,2104933,05:45,2025-05-01,2025-05-01,07:10,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0373
3951,Vietnam Airlines,2253744,06:55,2025-05-01,2025-05-01,08:25,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0391
3952,Vietnam Airlines,2262855,18:40,2025-05-01,2025-05-01,20:05,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0668
3953,Bamboo Airways,2280625,09:05,2025-05-01,2025-05-01,10:30,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,20,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0013
3954,Vietnam Airlines,2386611,15:10,2025-05-01,2025-05-01,16:35,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0585
3955,Vietnam Airlines,2386611,13:20,2025-05-01,2025-05-01,14:50,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0562
3956,Vietnam Airlines,2579418,08:00,2025-05-01,2025-05-01,09:25,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0412
3957,Vietnam Airlines,2579418,11:00,2025-05-01,2025-05-01,12:25,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0500
3958,Vietnam Airlines,2579418,12:15,2025-05-01,2025-05-01,13:40,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0531
3959,Vietnam Airlines,2586411,10:00,2025-05-01,2025-05-01,11:25,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0474
3960,Vietnam Airlines,2593404,09:05,2025-05-01,2025-05-01,10:30,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0435
3961,Vietnam Airlines,2596361,09:05,2025-05-01,2025-05-01,10:25,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0434
3962,Vietravel Airlines,1401840,21:05,2025-05-02,2025-05-02,22:25,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0762
3963,VietJet Air,1416880,22:45,2025-05-02,2025-05-03,00:05,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0359
3964,VietJet Air,1592995,05:00,2025-05-02,2025-05-02,06:20,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0038
3965,VietJet Air,1592995,15:40,2025-05-02,2025-05-02,17:00,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0221
3966,VietJet Air,1592995,17:35,2025-05-02,2025-05-02,18:55,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0250
3967,VietJet Air,1592995,17:55,2025-05-02,2025-05-02,19:15,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0265
3968,VietJet Air,1592995,19:15,2025-05-02,2025-05-02,20:35,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0288
3969,VietJet Air,1592995,21:25,2025-05-02,2025-05-02,22:50,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0337
3970,VietJet Air,1600955,16:15,2025-05-02,2025-05-02,17:35,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0229
3971,VietJet Air,1707420,13:35,2025-05-02,2025-05-02,14:50,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0178
3972,VietJet Air,1707420,13:00,2025-05-02,2025-05-02,14:20,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0163
3973,VietJet Air,1707420,14:10,2025-05-02,2025-05-02,15:35,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0200
3974,Bamboo Airways,1773563,06:30,2025-05-02,2025-05-02,07:55,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0002
3975,VietJet Air,1846720,09:35,2025-05-02,2025-05-02,10:55,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0090
3976,VietJet Air,1846720,12:30,2025-05-02,2025-05-02,13:50,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0142
3977,VietJet Air,1846720,10:25,2025-05-02,2025-05-02,11:50,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0112
3978,VietJet Air,1857665,06:50,2025-05-02,2025-05-02,08:10,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0071
3979,Vietnam Airlines,1939059,20:45,2025-05-02,2025-05-02,22:10,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0724
3980,Vietnam Airlines,2098899,12:15,2025-05-02,2025-05-02,13:40,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0532
3981,Vietnam Airlines,2098899,16:40,2025-05-02,2025-05-02,18:05,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0636
3982,Vietnam Airlines,2098899,06:55,2025-05-02,2025-05-02,08:25,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0392
3983,Vietnam Airlines,2104933,05:45,2025-05-02,2025-05-02,07:10,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0374
3984,Vietnam Airlines,2104933,19:15,2025-05-02,2025-05-02,20:40,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0691
3985,Vietnam Airlines,2246751,18:40,2025-05-02,2025-05-02,20:05,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0669
3986,Bamboo Airways,2269222,09:05,2025-05-02,2025-05-02,10:30,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,20,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0014
3987,Vietnam Airlines,2401596,15:10,2025-05-02,2025-05-02,16:35,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0586
3988,Vietnam Airlines,2401596,16:00,2025-05-02,2025-05-02,17:25,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0613
3989,Vietnam Airlines,2408309,13:20,2025-05-02,2025-05-02,14:50,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0563
3990,Vietnam Airlines,2582415,08:00,2025-05-02,2025-05-02,09:25,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,12-04-25,planetrip_SGN.DAD&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,DAD,DAD0413
