,brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,hand_luggage,checked_baggage,crawl_date,source_file,destination,id
1773,VietJet Air,1709410,11:35,2025-04-25,2025-04-25,12:35,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0080
1774,Vietnam Airlines,1712286,17:25,2025-04-25,2025-04-25,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0296
1775,Vietnam Airlines,1793205,20:20,2025-04-25,2025-04-25,21:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0311
1776,Vietnam Airlines,1986012,15:05,2025-04-25,2025-04-25,16:10,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0283
1777,Vietnam Airlines,1993005,13:00,2025-04-25,2025-04-25,14:00,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0250
1778,Vietnam Airlines,1997001,08:10,2025-04-25,2025-04-25,08:55,45m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0218
1779,Vietravel Airlines,956340,17:25,2025-04-26,2025-04-26,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-13,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0338
1780,VietJet Air,1027835,17:10,2025-04-26,2025-04-26,18:15,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0147
1781,VietJet Air,1157185,15:40,2025-04-26,2025-04-26,16:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0124
1782,VietJet Air,1293500,05:55,2025-04-26,2025-04-26,06:55,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0032
1783,VietJet Air,1293500,14:05,2025-04-26,2025-04-26,15:05,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0103
1784,Vietnam Airlines,1393605,05:25,2025-04-26,2025-04-26,06:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0176
1785,Vietnam Airlines,1393605,05:40,2025-04-26,2025-04-26,06:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0197
1786,VietJet Air,1591005,09:20,2025-04-26,2025-04-26,10:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0057
1787,VietJet Air,1591005,11:35,2025-04-26,2025-04-26,12:35,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0081
1788,Vietnam Airlines,1793205,20:20,2025-04-26,2025-04-26,21:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0312
1789,Vietnam Airlines,1875123,08:10,2025-04-26,2025-04-26,08:55,45m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0219
1790,Vietnam Airlines,1952046,15:05,2025-04-26,2025-04-26,16:10,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0284
1791,Vietnam Airlines,1971027,10:25,2025-04-26,2025-04-26,11:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0241
1792,Vietravel Airlines,883080,17:25,2025-04-27,2025-04-27,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-13,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0339
1793,Bamboo Airways,1013756,16:30,2025-04-27,2025-04-27,17:30,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-13,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0012
1794,VietJet Air,1027835,05:55,2025-04-27,2025-04-27,06:55,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0033
1795,VietJet Air,1027835,15:40,2025-04-27,2025-04-27,16:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0125
1796,VietJet Air,1027835,17:10,2025-04-27,2025-04-27,18:15,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0148
1797,VietJet Air,1157185,14:05,2025-04-27,2025-04-27,15:05,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0104
1798,Vietnam Airlines,1171827,05:25,2025-04-27,2025-04-27,06:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0177
1799,Vietnam Airlines,1171827,05:40,2025-04-27,2025-04-27,06:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0198
1800,VietJet Air,1293500,11:35,2025-04-27,2025-04-27,12:35,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0082
1801,Vietnam Airlines,1512486,20:20,2025-04-27,2025-04-27,21:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0313
1802,VietJet Air,1591005,09:20,2025-04-27,2025-04-27,10:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0058
1803,Vietnam Airlines,1715283,15:05,2025-04-27,2025-04-27,16:10,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0285
1804,Vietnam Airlines,1952046,13:05,2025-04-27,2025-04-27,14:00,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0265
1805,Vietnam Airlines,2003994,08:10,2025-04-27,2025-04-27,08:55,45m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0220
1806,Vietnam Airlines,2014983,10:25,2025-04-27,2025-04-27,11:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0242
1809,Vietravel Airlines,956340,17:25,2025-04-28,2025-04-28,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-13,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0340
1810,Vietnam Airlines,951048,05:25,2025-04-28,2025-04-28,06:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,0,2025-04-13,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0178
1811,Bamboo Airways,1013756,16:30,2025-04-28,2025-04-28,17:30,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-13,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0013
1812,VietJet Air,1027835,05:55,2025-04-28,2025-04-28,06:55,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0034
1813,VietJet Air,1027835,15:40,2025-04-28,2025-04-28,16:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0126
1814,VietJet Air,1027835,17:10,2025-04-28,2025-04-28,18:15,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0149
1815,VietJet Air,1157185,14:05,2025-04-28,2025-04-28,15:05,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0105
1816,Vietnam Airlines,1256742,05:40,2025-04-28,2025-04-28,06:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0199
1817,VietJet Air,1293500,09:20,2025-04-28,2025-04-28,10:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0059
1818,VietJet Air,1293500,11:35,2025-04-28,2025-04-28,12:35,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0083
1819,Vietnam Airlines,1708290,20:20,2025-04-28,2025-04-28,21:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0314
1820,Vietnam Airlines,1805193,08:10,2025-04-28,2025-04-28,08:55,45m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0221
1821,Vietnam Airlines,1952046,10:25,2025-04-28,2025-04-28,11:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0243
1822,Vietnam Airlines,1952046,15:05,2025-04-28,2025-04-28,16:10,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0286
1823,Vietravel Airlines,1816650,17:25,2025-04-29,2025-04-29,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-13,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0341
1824,VietJet Air,1716375,15:40,2025-04-29,2025-04-29,16:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0127
1825,VietJet Air,1793985,05:55,2025-04-29,2025-04-29,06:55,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0035
1826,VietJet Air,1793985,14:05,2025-04-29,2025-04-29,15:05,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0106
1827,VietJet Air,1793985,08:25,2025-04-29,2025-04-29,09:30,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0040
1828,VietJet Air,1793985,17:10,2025-04-29,2025-04-29,18:15,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0150
1829,VietJet Air,1815875,09:20,2025-04-29,2025-04-29,10:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0060
1830,VietJet Air,1815875,11:35,2025-04-29,2025-04-29,12:35,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-13,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0084
1831,Vietravel Airlines,1816650,17:25,2025-04-29,2025-04-29,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-13,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0341
1832,Vietnam Airlines,1875123,05:25,2025-04-29,2025-04-29,06:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0179
1833,Vietnam Airlines,2014983,08:10,2025-04-29,2025-04-29,08:55,45m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-13,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0222
1834,Vietnam Airlines,2010987,05:10,2025-05-01,2025-05-01,06:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-14,planetrip_SGN.PQC&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0161
1835,VietJet Air,1693000,17:40,2025-05-01,2025-05-01,18:45,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-14,planetrip_SGN.PQC&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0154
1836,Bamboo Airways,1715850,16:30,2025-05-01,2025-05-01,17:30,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-14,planetrip_SGN.PQC&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0001
1837,VietJet Air,1780000,17:10,2025-05-01,2025-05-01,18:15,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-14,planetrip_SGN.PQC&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0131
1838,Vietravel Airlines,1879290,17:25,2025-05-01,2025-05-01,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-14,planetrip_SGN.PQC&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0322
1839,Vietnam Airlines,2010987,05:25,2025-05-01,2025-05-01,06:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-14,planetrip_SGN.PQC&dt=01-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0166
1840,Vietnam Airlines,1983015,20:20,2025-05-02,2025-05-02,21:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-14,planetrip_SGN.PQC&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0305
1841,Bamboo Airways,1616425,16:30,2025-05-02,2025-05-02,17:30,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-14,planetrip_SGN.PQC&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0002
1842,Vietravel Airlines,1640888,17:25,2025-05-02,2025-05-02,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-14,planetrip_SGN.PQC&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0323
1843,VietJet Air,1694000,05:55,2025-05-02,2025-05-02,06:55,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-14,planetrip_SGN.PQC&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0017
1844,VietJet Air,1694000,17:10,2025-05-02,2025-05-02,18:15,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-14,planetrip_SGN.PQC&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0132
1845,VietJet Air,1726000,15:40,2025-05-02,2025-05-02,16:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-14,planetrip_SGN.PQC&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0109
1846,VietJet Air,1781000,14:05,2025-05-02,2025-05-02,15:05,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-14,planetrip_SGN.PQC&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0088
1847,Vietnam Airlines,1787211,05:25,2025-05-02,2025-05-02,06:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-14,planetrip_SGN.PQC&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0167
1848,VietJet Air,1840000,09:20,2025-05-02,2025-05-02,10:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-14,planetrip_SGN.PQC&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0042
1849,VietJet Air,1898000,11:35,2025-05-02,2025-05-02,12:35,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-14,planetrip_SGN.PQC&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0066
1850,Vietnam Airlines,1983015,20:20,2025-05-02,2025-05-02,21:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-14,planetrip_SGN.PQC&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0305
1851,Vietnam Airlines,1990008,13:00,2025-05-02,2025-05-02,14:00,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-14,planetrip_SGN.PQC&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0248
1852,Vietnam Airlines,1990008,15:05,2025-05-02,2025-05-02,16:10,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-14,planetrip_SGN.PQC&dt=02-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0269
1853,Vietnam Airlines,1491507,05:40,2025-05-03,2025-05-03,06:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-14,planetrip_SGN.PQC&dt=03-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0183
1854,Vietravel Airlines,965580,17:25,2025-05-03,2025-05-03,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-14,planetrip_SGN.PQC&dt=03-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0324
1855,Bamboo Airways,1013756,16:30,2025-05-03,2025-05-03,17:30,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-14,planetrip_SGN.PQC&dt=03-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0003
1856,VietJet Air,1028000,17:10,2025-05-03,2025-05-03,18:15,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-14,planetrip_SGN.PQC&dt=03-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0133
1857,VietJet Air,1139000,15:40,2025-05-03,2025-05-03,16:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-14,planetrip_SGN.PQC&dt=03-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0110
1858,VietJet Air,1285000,05:55,2025-05-03,2025-05-03,06:55,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-14,planetrip_SGN.PQC&dt=03-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0018
1859,VietJet Air,1285000,14:05,2025-05-03,2025-05-03,15:05,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-14,planetrip_SGN.PQC&dt=03-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0089
1860,Vietnam Airlines,1380618,05:25,2025-05-03,2025-05-03,06:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-14,planetrip_SGN.PQC&dt=03-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0168
1861,Vietnam Airlines,1491507,05:40,2025-05-03,2025-05-03,06:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-14,planetrip_SGN.PQC&dt=03-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0183
1862,VietJet Air,1577000,09:20,2025-05-03,2025-05-03,10:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-14,planetrip_SGN.PQC&dt=03-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0043
1863,VietJet Air,1577000,11:35,2025-05-03,2025-05-03,12:35,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-14,planetrip_SGN.PQC&dt=03-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0067
1864,Vietnam Airlines,1598400,20:20,2025-05-03,2025-05-03,21:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-14,planetrip_SGN.PQC&dt=03-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0306
1865,Vietnam Airlines,1746252,08:10,2025-05-03,2025-05-03,08:55,45m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-14,planetrip_SGN.PQC&dt=03-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0204
1866,Vietnam Airlines,1746252,15:05,2025-05-03,2025-05-03,16:10,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-14,planetrip_SGN.PQC&dt=03-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0270
1867,Vietnam Airlines,1868130,10:25,2025-05-03,2025-05-03,11:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-14,planetrip_SGN.PQC&dt=03-05-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0227
