,brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,hand_luggage,checked_baggage,crawl_date,source_file,destination,id
2128,Vietnam Airlines,1859139,13:05,2025-04-23,2025-04-23,14:00,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=23-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0262
2129,Vietnam Airlines,1859139,10:25,2025-04-23,2025-04-23,11:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=23-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0238
2132,Vietnam Airlines,1358570,05:40,2025-04-24,2025-04-24,06:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=24-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0195
2133,Vietravel Airlines,1140143,17:25,2025-04-24,2025-04-24,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-15,planetrip_SGN.PQC&dt=24-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0336
2134,VietJet Air,1141000,05:55,2025-04-24,2025-04-24,06:55,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=24-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0030
2135,Vietnam Airlines,1246906,05:25,2025-04-24,2025-04-24,06:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=24-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0174
2136,VietJet Air,1287000,11:35,2025-04-24,2025-04-24,12:35,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=24-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0079
2137,VietJet Air,1287000,16:30,2025-04-24,2025-04-24,17:30,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=24-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0130
2138,VietJet Air,1287000,17:40,2025-04-24,2025-04-24,18:45,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=24-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0158
2139,VietJet Air,1404000,14:05,2025-04-24,2025-04-24,15:05,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=24-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0101
2140,VietJet Air,1404000,08:25,2025-04-24,2025-04-24,09:30,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=24-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0039
2141,Vietnam Airlines,1759731,15:05,2025-04-24,2025-04-24,16:10,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=24-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0282
2142,Vietnam Airlines,1849682,08:10,2025-04-24,2025-04-24,08:55,45m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=24-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0217
2143,Vietnam Airlines,1905513,13:05,2025-04-24,2025-04-24,14:00,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=24-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0263
2144,Vietnam Airlines,1905513,10:25,2025-04-24,2025-04-24,11:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=24-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0239
2150,Vietnam Airlines,1593405,05:40,2025-04-25,2025-04-25,06:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0196
2151,Vietravel Airlines,1143135,17:25,2025-04-25,2025-04-25,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0337
2152,Bamboo Airways,1245267,16:30,2025-04-25,2025-04-25,17:30,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0011
2153,VietJet Air,1288000,05:55,2025-04-25,2025-04-25,06:55,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0031
2154,VietJet Air,1288000,15:40,2025-04-25,2025-04-25,16:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0123
2155,VietJet Air,1288000,17:10,2025-04-25,2025-04-25,18:15,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0146
2156,Vietnam Airlines,1377621,05:25,2025-04-25,2025-04-25,06:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0175
2157,VietJet Air,1581000,14:05,2025-04-25,2025-04-25,15:05,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0102
2158,Vietnam Airlines,1593405,05:40,2025-04-25,2025-04-25,06:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0196
2159,Vietnam Airlines,1697301,17:25,2025-04-25,2025-04-25,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0296
2160,Vietnam Airlines,1782216,20:20,2025-04-25,2025-04-25,21:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0311
2161,VietJet Air,1815000,11:35,2025-04-25,2025-04-25,12:35,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0080
2162,Vietnam Airlines,1989009,15:05,2025-04-25,2025-04-25,16:10,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0283
2163,Vietnam Airlines,1996002,10:25,2025-04-25,2025-04-25,11:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0240
2164,Vietnam Airlines,1996002,13:00,2025-04-25,2025-04-25,14:00,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0250
2165,Vietnam Airlines,1999998,08:10,2025-04-25,2025-04-25,08:55,45m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=25-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0218
2168,Vietnam Airlines,1370628,05:40,2025-04-26,2025-04-26,06:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0197
2169,Vietnam Airlines,1370628,05:25,2025-04-26,2025-04-26,06:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0176
2170,Vietravel Airlines,1472310,17:25,2025-04-26,2025-04-26,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-15,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0338
2171,VietJet Air,1581000,05:55,2025-04-26,2025-04-26,06:55,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0032
2172,VietJet Air,1581000,17:10,2025-04-26,2025-04-26,18:15,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0147
2173,Vietnam Airlines,1603395,17:25,2025-04-26,2025-04-26,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0297
2174,VietJet Air,1698000,14:05,2025-04-26,2025-04-26,15:05,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0103
2175,VietJet Air,1720000,15:40,2025-04-26,2025-04-26,16:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0124
2176,Vietnam Airlines,1782216,20:20,2025-04-26,2025-04-26,21:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0312
2177,VietJet Air,1815000,09:20,2025-04-26,2025-04-26,10:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0057
2178,VietJet Air,1815000,11:35,2025-04-26,2025-04-26,12:35,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0081
2179,Vietnam Airlines,1870128,15:05,2025-04-26,2025-04-26,16:10,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0284
2180,Vietnam Airlines,1877121,08:10,2025-04-26,2025-04-26,08:55,45m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0219
2181,Vietnam Airlines,1999998,13:05,2025-04-26,2025-04-26,14:00,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0264
2182,Vietnam Airlines,2010987,10:25,2025-04-26,2025-04-26,11:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=26-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0241
2185,Vietnam Airlines,1161837,05:40,2025-04-27,2025-04-27,06:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0198
2186,Bamboo Airways,1013756,16:30,2025-04-27,2025-04-27,17:30,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0012
2187,Vietravel Airlines,1140143,17:25,2025-04-27,2025-04-27,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0339
2188,Vietnam Airlines,1153845,05:25,2025-04-27,2025-04-27,06:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0177
2189,Vietnam Airlines,1379619,19:20,2025-04-27,2025-04-27,20:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0302
2190,Vietnam Airlines,1497501,20:20,2025-04-27,2025-04-27,21:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0313
2191,VietJet Air,1580000,05:55,2025-04-27,2025-04-27,06:55,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0033
2192,VietJet Air,1580000,15:40,2025-04-27,2025-04-27,16:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0125
2193,VietJet Air,1580000,17:10,2025-04-27,2025-04-27,18:15,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0148
2194,Vietnam Airlines,1596402,10:25,2025-04-27,2025-04-27,11:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0242
2195,VietJet Air,1606000,14:05,2025-04-27,2025-04-27,15:05,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0104
2196,Vietnam Airlines,1693305,15:05,2025-04-27,2025-04-27,16:10,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0285
2197,VietJet Air,1785000,11:35,2025-04-27,2025-04-27,12:35,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0082
2198,VietJet Air,1814000,09:20,2025-04-27,2025-04-27,10:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0058
2199,Vietnam Airlines,1922076,08:10,2025-04-27,2025-04-27,08:55,45m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0220
2200,Vietnam Airlines,1937061,13:05,2025-04-27,2025-04-27,14:00,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=27-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0265
2203,Vietnam Airlines,1246906,05:40,2025-04-28,2025-04-28,06:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0199
2204,Vietnam Airlines,956375,05:25,2025-04-28,2025-04-28,06:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,0,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0178
2205,Bamboo Airways,1013756,16:30,2025-04-28,2025-04-28,17:30,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0013
2206,Vietravel Airlines,1140143,17:25,2025-04-28,2025-04-28,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0340
2207,VietJet Air,1404000,05:55,2025-04-28,2025-04-28,06:55,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0034
2208,Vietnam Airlines,1470234,17:25,2025-04-28,2025-04-28,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0298
2209,VietJet Air,1580000,17:10,2025-04-28,2025-04-28,18:15,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0149
2210,Vietnam Airlines,1600398,20:20,2025-04-28,2025-04-28,21:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0314
2211,VietJet Air,1697000,11:35,2025-04-28,2025-04-28,12:35,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0083
2212,VietJet Air,1697000,14:05,2025-04-28,2025-04-28,15:05,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0105
2213,VietJet Air,1697000,15:40,2025-04-28,2025-04-28,16:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0126
2214,Vietnam Airlines,1759731,08:10,2025-04-28,2025-04-28,08:55,45m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0221
2215,VietJet Air,1785000,09:20,2025-04-28,2025-04-28,10:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0059
2216,Vietnam Airlines,1905513,10:25,2025-04-28,2025-04-28,11:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0243
2217,Vietnam Airlines,1905513,15:05,2025-04-28,2025-04-28,16:10,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0286
2218,Vietnam Airlines,1969616,13:05,2025-04-28,2025-04-28,14:00,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=28-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0266
2221,Vietnam Airlines,1996002,17:25,2025-04-29,2025-04-29,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0299
2222,VietJet Air,1785000,05:55,2025-04-29,2025-04-29,06:55,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0035
2223,VietJet Air,1785000,14:05,2025-04-29,2025-04-29,15:05,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0106
2224,VietJet Air,1785000,15:40,2025-04-29,2025-04-29,16:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0127
2225,VietJet Air,1785000,08:25,2025-04-29,2025-04-29,09:30,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0040
2226,VietJet Air,1814000,09:20,2025-04-29,2025-04-29,10:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0060
2227,VietJet Air,1814000,11:35,2025-04-29,2025-04-29,12:35,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0084
2228,Vietravel Airlines,1819440,17:25,2025-04-29,2025-04-29,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất",7,0,2025-04-15,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0341
2229,Vietnam Airlines,1874124,05:25,2025-04-29,2025-04-29,06:20,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0179
2230,VietJet Air,1901000,17:25,2025-04-29,2025-04-29,18:30,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",7,0,2025-04-15,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0153
2231,Vietnam Airlines,1996002,17:25,2025-04-29,2025-04-29,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0299
2232,Vietnam Airlines,1996002,21:05,2025-04-29,2025-04-29,22:05,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0321
2233,Vietnam Airlines,1999998,08:10,2025-04-29,2025-04-29,08:55,45m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0222
2234,Vietnam Airlines,2002995,05:40,2025-04-29,2025-04-29,06:40,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=29-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0200
2235,Vietnam Airlines,1992006,17:25,2025-04-30,2025-04-30,18:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1",12,23,2025-04-15,planetrip_SGN.PQC&dt=30-04-2025.NA&ps=1.0.0&sc=ECONOMY.csv,PQC,PQC0300
