,id,brand,price,start_time,start_day,end_time,end_day,trip_time,hand_luggage,checked_baggage,crawl_date,destination
1698,DAD0554,Vietnam Airlines,1.763.140 VND/khách,12:20,2025-05-10,13:45,2025-05-10,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1699,DAD0594,Vietnam Airlines,1.763.140 VND/khách,15:10,2025-05-10,16:35,2025-05-10,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1700,DAD0621,Vietnam Airlines,1.763.140 VND/khách,16:00,2025-05-10,17:25,2025-05-10,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1701,DAD0644,Vietnam Airlines,1.763.140 VND/khách,16:40,2025-05-10,18:05,2025-05-10,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1702,DAD0098,VietJet Air,1.818.029 VND/khách,09:35,2025-05-10,10:55,2025-05-10,1h 20m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-06,DAD
1703,DAD0509,Vietnam Airlines,1.895.475 VND/khách,11:00,2025-05-10,12:25,2025-05-10,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1704,DAD0540,Vietnam Airlines,1.895.475 VND/khách,12:15,2025-05-10,13:40,2025-05-10,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1705,DAD0733,Vietnam Airlines,1.895.475 VND/khách,20:45,2025-05-10,22:10,2025-05-10,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1706,DAD0570,Vietnam Airlines,1.895.475 VND/khách,13:20,2025-05-10,14:50,2025-05-10,1h 30m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1707,DAD0525,Vietnam Airlines,1.933.870 VND/khách,11:40,2025-05-10,13:00,2025-05-10,1h 20m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1708,DAD0483,Vietnam Airlines,2.054.675 VND/khách,10:00,2025-05-10,11:25,2025-05-10,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1709,DAD0411,Vietnam Airlines,2.187.010 VND/khách,07:40,2025-05-10,09:00,2025-05-10,1h 20m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1710,DAD0444,Vietnam Airlines,2.346.210 VND/khách,09:05,2025-05-10,10:25,2025-05-10,1h 20m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1711,DAD0677,Vietnam Airlines,2.346.210 VND/khách,18:40,2025-05-10,20:05,2025-05-10,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1712,DAD0399,Vietnam Airlines,2.346.210 VND/khách,06:55,2025-05-10,08:25,2025-05-10,1h 30m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1713,DAD0421,Vietnam Airlines,2.475.560 VND/khách,08:00,2025-05-10,09:25,2025-05-10,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1728,DAD0771,Vietravel Airlines,1.297.602 VND/khách,21:05,2025-05-11,22:25,2025-05-11,1h 20m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-06,DAD
1729,DAD0080,VietJet Air,1.145.130 VND/khách,06:50,2025-05-11,08:10,2025-05-11,1h 20m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-06,DAD
1730,DAD0274,VietJet Air,1.145.130 VND/khách,17:55,2025-05-11,19:15,2025-05-11,1h 20m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-06,DAD
1731,DAD0297,VietJet Air,1.145.130 VND/khách,19:15,2025-05-11,20:35,2025-05-11,1h 20m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-06,DAD
1732,DAD0209,VietJet Air,1.145.130 VND/khách,14:10,2025-05-11,15:35,2025-05-11,1h 25m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-06,DAD
1733,DAD0346,VietJet Air,1.275.803 VND/khách,21:25,2025-05-11,22:50,2025-05-11,1h 25m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-06,DAD
1734,DAD0238,VietJet Air,1.279.793 VND/khách,16:15,2025-05-11,17:35,2025-05-11,1h 20m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-06,DAD
1735,DAD0047,VietJet Air,1.299.623 VND/khách,05:00,2025-05-11,06:20,2025-05-11,1h 20m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-06,DAD
1736,DAD0023,Bamboo Airways,1.300.341 VND/khách,09:05,2025-05-11,10:30,2025-05-11,1h 25m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-06,DAD
1737,DAD0187,VietJet Air,1.446.514 VND/khách,13:35,2025-05-11,14:50,2025-05-11,1h 15m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-06,DAD
1738,DAD0099,VietJet Air,1.446.514 VND/khách,09:35,2025-05-11,10:55,2025-05-11,1h 20m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-06,DAD
1739,DAD0151,VietJet Air,1.446.514 VND/khách,12:30,2025-05-11,13:50,2025-05-11,1h 20m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-06,DAD
1740,DAD0168,VietJet Air,1.446.514 VND/khách,13:00,2025-05-11,14:20,2025-05-11,1h 20m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-06,DAD
1741,DAD0121,VietJet Air,1.446.514 VND/khách,10:25,2025-05-11,11:50,2025-05-11,1h 25m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-05-06,DAD
1742,DAD0700,Vietnam Airlines,1.546.358 VND/khách,19:15,2025-05-11,20:30,2025-05-11,1h 15m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1743,DAD0701,Vietnam Airlines,1.546.358 VND/khách,19:15,2025-05-11,20:40,2025-05-11,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1744,DAD0465,Vietnam Airlines,1.681.638 VND/khách,09:10,2025-05-11,10:25,2025-05-11,1h 15m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1745,DAD0495,Vietnam Airlines,1.681.638 VND/khách,10:20,2025-05-11,11:40,2025-05-11,1h 20m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1746,DAD0422,Vietnam Airlines,1.681.638 VND/khách,08:00,2025-05-11,09:25,2025-05-11,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1747,DAD0561,Vietnam Airlines,1.681.638 VND/khách,13:05,2025-05-11,14:30,2025-05-11,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1748,DAD0484,Vietnam Airlines,1.763.140 VND/khách,10:00,2025-05-11,11:25,2025-05-11,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1749,DAD0510,Vietnam Airlines,1.763.140 VND/khách,11:00,2025-05-11,12:25,2025-05-11,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1750,DAD0581,Vietnam Airlines,1.763.140 VND/khách,13:25,2025-05-11,14:50,2025-05-11,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1751,DAD0645,Vietnam Airlines,1.763.140 VND/khách,16:40,2025-05-11,18:05,2025-05-11,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1752,DAD0678,Vietnam Airlines,1.763.140 VND/khách,18:40,2025-05-11,20:05,2025-05-11,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1753,DAD0541,Vietnam Airlines,1.798.074 VND/khách,12:15,2025-05-11,13:40,2025-05-11,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1754,DAD0595,Vietnam Airlines,1.816.919 VND/khách,15:10,2025-05-11,16:35,2025-05-11,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1755,DAD0622,Vietnam Airlines,1.895.475 VND/khách,16:00,2025-05-11,17:25,2025-05-11,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1756,DAD0400,Vietnam Airlines,1.895.475 VND/khách,06:55,2025-05-11,08:25,2025-05-11,1h 30m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1757,DAD0734,Vietnam Airlines,1.933.870 VND/khách,20:45,2025-05-11,22:10,2025-05-11,1h 25m,Hành lý xách tay 10 kg,Hành lý 23 kg,2025-05-06,DAD
1769,DAD0772,Vietravel Airlines,943.000 VND/khách,21:05,2025-04-21,22:25,2025-04-21,1h 20m,,,2025-04-07,DAD
1770,DAD0048,VietJet Air,1.028.000 VND/khách,05:00,2025-04-21,06:20,2025-04-21,1h 20m,,,2025-04-07,DAD
1771,DAD0347,VietJet Air,1.073.000 VND/khách,21:25,2025-04-21,22:50,2025-04-21,1h 25m,,,2025-04-07,DAD
1772,DAD0064,VietJet Air,1.161.000 VND/khách,05:30,2025-04-21,06:50,2025-04-21,1h 20m,,,2025-04-07,DAD
1773,DAD0275,VietJet Air,1.161.000 VND/khách,17:55,2025-04-21,19:15,2025-04-21,1h 20m,,,2025-04-07,DAD
1774,DAD0315,VietJet Air,1.161.000 VND/khách,20:10,2025-04-21,21:30,2025-04-21,1h 20m,,,2025-04-07,DAD
1775,DAD0298,VietJet Air,1.180.000 VND/khách,19:15,2025-04-21,20:35,2025-04-21,1h 20m,,,2025-04-07,DAD
1776,DAD0081,VietJet Air,1.301.000 VND/khách,06:50,2025-04-21,08:10,2025-04-21,1h 20m,,,2025-04-07,DAD
1777,DAD0239,VietJet Air,1.301.000 VND/khách,16:15,2025-04-21,17:35,2025-04-21,1h 20m,,,2025-04-07,DAD
1778,DAD0188,VietJet Air,1.423.000 VND/khách,13:35,2025-04-21,14:50,2025-04-21,1h 15m,,,2025-04-07,DAD
1779,DAD0032,Bamboo Airways,1.443.123 VND/khách,14:10,2025-04-21,15:35,2025-04-21,1h 25m,,,2025-04-07,DAD
1780,DAD0735,Vietnam Airlines,1.537.934 VND/khách,20:45,2025-04-21,22:10,2025-04-21,1h 25m,,,2025-04-07,DAD
1781,DAD0136,VietJet Air,1.593.000 VND/khách,11:20,2025-04-21,12:40,2025-04-21,1h 20m,,,2025-04-07,DAD
1782,DAD0152,VietJet Air,1.593.000 VND/khách,12:30,2025-04-21,13:50,2025-04-21,1h 20m,,,2025-04-07,DAD
1783,DAD0169,VietJet Air,1.593.000 VND/khách,13:00,2025-04-21,14:20,2025-04-21,1h 20m,,,2025-04-07,DAD
1784,DAD0122,VietJet Air,1.593.000 VND/khách,10:25,2025-04-21,11:50,2025-04-21,1h 25m,,,2025-04-07,DAD
1785,DAD0210,VietJet Air,1.593.000 VND/khách,14:10,2025-04-21,15:35,2025-04-21,1h 25m,,,2025-04-07,DAD
1786,DAD0623,Vietnam Airlines,1.672.478 VND/khách,16:00,2025-04-21,17:25,2025-04-21,1h 25m,,,2025-04-07,DAD
1787,DAD0380,Vietnam Airlines,1.807.021 VND/khách,05:45,2025-04-21,07:10,2025-04-21,1h 25m,,,2025-04-07,DAD
1788,DAD0646,Vietnam Airlines,1.807.021 VND/khách,16:40,2025-04-21,18:05,2025-04-21,1h 25m,,,2025-04-07,DAD
1789,DAD0679,Vietnam Airlines,1.807.021 VND/khách,18:40,2025-04-21,20:05,2025-04-21,1h 25m,,,2025-04-07,DAD
1790,DAD0445,Vietnam Airlines,1.940.530 VND/khách,09:05,2025-04-21,10:30,2025-04-21,1h 25m,,,2025-04-07,DAD
1791,DAD0542,Vietnam Airlines,1.940.530 VND/khách,12:15,2025-04-21,13:40,2025-04-21,1h 25m,,,2025-04-07,DAD
1792,DAD0596,Vietnam Airlines,1.940.530 VND/khách,15:10,2025-04-21,16:35,2025-04-21,1h 25m,,,2025-04-07,DAD
1793,DAD0401,Vietnam Airlines,1.940.530 VND/khách,06:55,2025-04-21,08:25,2025-04-21,1h 30m,,,2025-04-07,DAD
1794,DAD0466,Vietnam Airlines,2.037.960 VND/khách,09:10,2025-04-21,10:25,2025-04-21,1h 15m,,,2025-04-07,DAD
1795,DAD0485,Vietnam Airlines,2.037.960 VND/khách,10:00,2025-04-21,11:25,2025-04-21,1h 25m,,,2025-04-07,DAD
1796,DAD0511,Vietnam Airlines,2.037.960 VND/khách,11:00,2025-04-21,12:25,2025-04-21,1h 25m,,,2025-04-07,DAD
1797,DAD0423,Vietnam Airlines,2.343.654 VND/khách,08:00,2025-04-21,09:25,2025-04-21,1h 25m,,,2025-04-07,DAD
1798,DAD0571,Vietnam Airlines,2.343.654 VND/khách,13:20,2025-04-21,14:50,2025-04-21,1h 30m,,,2025-04-07,DAD
1799,DAD0702,Vietnam Airlines,2.479.518 VND/khách,19:15,2025-04-21,20:40,2025-04-21,1h 25m,,,2025-04-07,DAD
1800,DAD0773,Vietravel Airlines,943.000 VND/khách,21:05,2025-04-22,22:25,2025-04-22,1h 20m,,,2025-04-07,DAD
1801,DAD0348,VietJet Air,1.028.000 VND/khách,21:25,2025-04-22,22:50,2025-04-22,1h 25m,,,2025-04-07,DAD
1802,DAD0049,VietJet Air,1.073.000 VND/khách,05:00,2025-04-22,06:20,2025-04-22,1h 20m,,,2025-04-07,DAD
1803,DAD0065,VietJet Air,1.161.000 VND/khách,05:30,2025-04-22,06:50,2025-04-22,1h 20m,,,2025-04-07,DAD
1804,DAD0082,VietJet Air,1.161.000 VND/khách,06:50,2025-04-22,08:10,2025-04-22,1h 20m,,,2025-04-07,DAD
1805,DAD0224,VietJet Air,1.161.000 VND/khách,15:40,2025-04-22,17:00,2025-04-22,1h 20m,,,2025-04-07,DAD
1806,DAD0240,VietJet Air,1.161.000 VND/khách,16:15,2025-04-22,17:35,2025-04-22,1h 20m,,,2025-04-07,DAD
1807,DAD0276,VietJet Air,1.161.000 VND/khách,17:55,2025-04-22,19:15,2025-04-22,1h 20m,,,2025-04-07,DAD
1808,DAD0299,VietJet Air,1.172.000 VND/khách,19:15,2025-04-22,20:35,2025-04-22,1h 20m,,,2025-04-07,DAD
1809,DAD0008,Bamboo Airways,1.300.341 VND/khách,06:30,2025-04-22,07:55,2025-04-22,1h 25m,,,2025-04-07,DAD
1810,DAD0189,VietJet Air,1.423.000 VND/khách,13:35,2025-04-22,14:50,2025-04-22,1h 15m,,,2025-04-07,DAD
1811,DAD0100,VietJet Air,1.423.000 VND/khách,09:35,2025-04-22,10:55,2025-04-22,1h 20m,,,2025-04-07,DAD
1812,DAD0033,Bamboo Airways,1.443.123 VND/khách,14:10,2025-04-22,15:35,2025-04-22,1h 25m,,,2025-04-07,DAD
1813,DAD0381,Vietnam Airlines,1.537.934 VND/khách,05:45,2025-04-22,07:10,2025-04-22,1h 25m,,,2025-04-07,DAD
1814,DAD0123,VietJet Air,1.593.000 VND/khách,10:25,2025-04-22,11:50,2025-04-22,1h 25m,,,2025-04-07,DAD
1815,DAD0211,VietJet Air,1.593.000 VND/khách,14:10,2025-04-22,15:35,2025-04-22,1h 25m,,,2025-04-07,DAD
1816,DAD0543,Vietnam Airlines,1.764.234 VND/khách,12:15,2025-04-22,13:40,2025-04-22,1h 25m,,,2025-04-07,DAD
1817,DAD0597,Vietnam Airlines,1.807.021 VND/khách,15:10,2025-04-22,16:35,2025-04-22,1h 25m,,,2025-04-07,DAD
1818,DAD0624,Vietnam Airlines,1.807.021 VND/khách,16:00,2025-04-22,17:25,2025-04-22,1h 25m,,,2025-04-07,DAD
1819,DAD0647,Vietnam Airlines,1.807.021 VND/khách,16:40,2025-04-22,18:05,2025-04-22,1h 25m,,,2025-04-07,DAD
1820,DAD0736,Vietnam Airlines,1.807.021 VND/khách,20:45,2025-04-22,22:10,2025-04-22,1h 25m,,,2025-04-07,DAD
1821,DAD0153,VietJet Air,1.851.000 VND/khách,12:30,2025-04-22,13:50,2025-04-22,1h 20m,,,2025-04-07,DAD
1822,DAD0446,Vietnam Airlines,1.940.530 VND/khách,09:05,2025-04-22,10:25,2025-04-22,1h 20m,,,2025-04-07,DAD
1823,DAD0424,Vietnam Airlines,1.940.530 VND/khách,08:00,2025-04-22,09:25,2025-04-22,1h 25m,,,2025-04-07,DAD
1824,DAD0447,Vietnam Airlines,1.940.530 VND/khách,09:05,2025-04-22,10:30,2025-04-22,1h 25m,,,2025-04-07,DAD
1825,DAD0572,Vietnam Airlines,1.940.530 VND/khách,13:20,2025-04-22,14:50,2025-04-22,1h 30m,,,2025-04-07,DAD
1826,DAD0486,Vietnam Airlines,2.037.960 VND/khách,10:00,2025-04-22,11:25,2025-04-22,1h 25m,,,2025-04-07,DAD
1827,DAD0512,Vietnam Airlines,2.037.960 VND/khách,11:00,2025-04-22,12:25,2025-04-22,1h 25m,,,2025-04-07,DAD
1828,DAD0680,Vietnam Airlines,2.037.960 VND/khách,18:40,2025-04-22,20:05,2025-04-22,1h 25m,,,2025-04-07,DAD
1829,DAD0402,Vietnam Airlines,2.343.654 VND/khách,06:55,2025-04-22,08:25,2025-04-22,1h 30m,,,2025-04-07,DAD
1830,DAD0050,VietJet Air,1.028.000 VND/khách,05:00,2025-04-23,06:20,2025-04-23,1h 20m,,,2025-04-07,DAD
1831,DAD0774,Vietravel Airlines,1.047.000 VND/khách,21:05,2025-04-23,22:25,2025-04-23,1h 20m,,,2025-04-07,DAD
1832,DAD0277,VietJet Air,1.161.000 VND/khách,17:55,2025-04-23,19:15,2025-04-23,1h 20m,,,2025-04-07,DAD
1833,DAD0349,VietJet Air,1.161.000 VND/khách,21:25,2025-04-23,22:50,2025-04-23,1h 25m,,,2025-04-07,DAD
1834,DAD0300,VietJet Air,1.180.000 VND/khách,19:15,2025-04-23,20:35,2025-04-23,1h 20m,,,2025-04-07,DAD
1835,DAD0241,VietJet Air,1.301.000 VND/khách,16:15,2025-04-23,17:35,2025-04-23,1h 20m,,,2025-04-07,DAD
1836,DAD0190,VietJet Air,1.423.000 VND/khách,13:35,2025-04-23,14:50,2025-04-23,1h 15m,,,2025-04-07,DAD
1837,DAD0101,VietJet Air,1.438.000 VND/khách,09:35,2025-04-23,10:55,2025-04-23,1h 20m,,,2025-04-07,DAD
1838,DAD0024,Bamboo Airways,1.450.375 VND/khách,09:05,2025-04-23,10:30,2025-04-23,1h 25m,,,2025-04-07,DAD
1839,DAD0124,VietJet Air,1.593.000 VND/khách,10:25,2025-04-23,11:50,2025-04-23,1h 25m,,,2025-04-07,DAD
1840,DAD0212,VietJet Air,1.593.000 VND/khách,14:10,2025-04-23,15:35,2025-04-23,1h 25m,,,2025-04-07,DAD
1841,DAD0382,Vietnam Airlines,1.672.478 VND/khách,05:45,2025-04-23,07:10,2025-04-23,1h 25m,,,2025-04-07,DAD
1842,DAD0154,VietJet Air,1.714.000 VND/khách,12:30,2025-04-23,13:50,2025-04-23,1h 20m,,,2025-04-07,DAD
1843,DAD0449,Vietnam Airlines,1.807.021 VND/khách,09:05,2025-04-23,10:30,2025-04-23,1h 25m,,,2025-04-07,DAD
1844,DAD0544,Vietnam Airlines,1.807.021 VND/khách,12:15,2025-04-23,13:40,2025-04-23,1h 25m,,,2025-04-07,DAD
1845,DAD0625,Vietnam Airlines,1.807.021 VND/khách,16:00,2025-04-23,17:25,2025-04-23,1h 25m,,,2025-04-07,DAD
1846,DAD0648,Vietnam Airlines,1.807.021 VND/khách,16:40,2025-04-23,18:05,2025-04-23,1h 25m,,,2025-04-07,DAD
1847,DAD0403,Vietnam Airlines,1.807.021 VND/khách,06:55,2025-04-23,08:25,2025-04-23,1h 30m,,,2025-04-07,DAD
1848,DAD0448,Vietnam Airlines,1.940.530 VND/khách,09:05,2025-04-23,10:25,2025-04-23,1h 20m,,,2025-04-07,DAD
1849,DAD0425,Vietnam Airlines,1.940.530 VND/khách,08:00,2025-04-23,09:25,2025-04-23,1h 25m,,,2025-04-07,DAD
1850,DAD0487,Vietnam Airlines,1.940.530 VND/khách,10:00,2025-04-23,11:25,2025-04-23,1h 25m,,,2025-04-07,DAD
1851,DAD0513,Vietnam Airlines,1.940.530 VND/khách,11:00,2025-04-23,12:25,2025-04-23,1h 25m,,,2025-04-07,DAD
1852,DAD0598,Vietnam Airlines,1.940.530 VND/khách,15:10,2025-04-23,16:35,2025-04-23,1h 25m,,,2025-04-07,DAD
1853,DAD0573,Vietnam Airlines,1.940.530 VND/khách,13:20,2025-04-23,14:50,2025-04-23,1h 30m,,,2025-04-07,DAD
1854,DAD0737,Vietnam Airlines,2.037.960 VND/khách,20:45,2025-04-23,22:10,2025-04-23,1h 25m,,,2025-04-07,DAD
1855,DAD0681,Vietnam Airlines,2.343.654 VND/khách,18:40,2025-04-23,20:05,2025-04-23,1h 25m,,,2025-04-07,DAD
1856,DAD0051,VietJet Air,1.028.000 VND/khách,05:00,2025-04-24,06:20,2025-04-24,1h 20m,,,2025-04-07,DAD
1857,DAD0066,VietJet Air,1.161.000 VND/khách,05:30,2025-04-24,06:50,2025-04-24,1h 20m,,,2025-04-07,DAD
1858,DAD0350,VietJet Air,1.161.000 VND/khách,21:25,2025-04-24,22:50,2025-04-24,1h 25m,,,2025-04-07,DAD
1859,DAD0775,Vietravel Airlines,1.272.000 VND/khách,21:05,2025-04-24,22:25,2025-04-24,1h 20m,,,2025-04-07,DAD
1860,DAD0138,VietJet Air,1.301.000 VND/khách,12:00,2025-04-24,13:20,2025-04-24,1h 20m,,,2025-04-07,DAD
1861,DAD0316,VietJet Air,1.301.000 VND/khách,20:10,2025-04-24,21:30,2025-04-24,1h 20m,,,2025-04-07,DAD
1862,DAD0191,VietJet Air,1.423.000 VND/khách,13:35,2025-04-24,14:50,2025-04-24,1h 15m,,,2025-04-07,DAD
1863,DAD0170,VietJet Air,1.423.000 VND/khách,13:00,2025-04-24,14:20,2025-04-24,1h 20m,,,2025-04-07,DAD
1864,DAD0242,VietJet Air,1.423.000 VND/khách,16:15,2025-04-24,17:35,2025-04-24,1h 20m,,,2025-04-07,DAD
1865,DAD0301,VietJet Air,1.423.000 VND/khách,19:15,2025-04-24,20:35,2025-04-24,1h 20m,,,2025-04-07,DAD
1866,DAD0213,VietJet Air,1.425.000 VND/khách,14:10,2025-04-24,15:35,2025-04-24,1h 25m,,,2025-04-07,DAD
1867,DAD0083,VietJet Air,1.430.000 VND/khách,06:50,2025-04-24,08:10,2025-04-24,1h 20m,,,2025-04-07,DAD
1868,DAD0009,Bamboo Airways,1.450.375 VND/khách,06:30,2025-04-24,07:55,2025-04-24,1h 25m,,,2025-04-07,DAD
1869,DAD0155,VietJet Air,1.593.000 VND/khách,12:30,2025-04-24,13:50,2025-04-24,1h 20m,,,2025-04-07,DAD
1870,DAD0034,Bamboo Airways,1.616.425 VND/khách,14:10,2025-04-24,15:35,2025-04-24,1h 25m,,,2025-04-07,DAD
1871,DAD0102,VietJet Air,1.714.000 VND/khách,09:35,2025-04-24,10:55,2025-04-24,1h 20m,,,2025-04-07,DAD
1872,DAD0125,VietJet Air,1.715.000 VND/khách,10:25,2025-04-24,11:50,2025-04-24,1h 25m,,,2025-04-07,DAD
1873,DAD0025,Bamboo Airways,1.782.475 VND/khách,09:05,2025-04-24,10:30,2025-04-24,1h 25m,,,2025-04-07,DAD
1874,DAD0383,Vietnam Airlines,1.807.021 VND/khách,05:45,2025-04-24,07:10,2025-04-24,1h 25m,,,2025-04-07,DAD
1875,DAD0626,Vietnam Airlines,2.037.960 VND/khách,16:00,2025-04-24,17:25,2025-04-24,1h 25m,,,2025-04-07,DAD
1876,DAD0649,Vietnam Airlines,2.037.960 VND/khách,16:40,2025-04-24,18:05,2025-04-24,1h 25m,,,2025-04-07,DAD
1877,DAD0703,Vietnam Airlines,2.037.960 VND/khách,19:15,2025-04-24,20:40,2025-04-24,1h 25m,,,2025-04-07,DAD
1878,DAD0738,Vietnam Airlines,2.037.960 VND/khách,20:45,2025-04-24,22:10,2025-04-24,1h 25m,,,2025-04-07,DAD
1879,DAD0404,Vietnam Airlines,2.037.960 VND/khách,06:55,2025-04-24,08:25,2025-04-24,1h 30m,,,2025-04-07,DAD
1880,DAD0451,Vietnam Airlines,2.196.801 VND/khách,09:05,2025-04-24,10:30,2025-04-24,1h 25m,,,2025-04-07,DAD
1881,DAD0599,Vietnam Airlines,2.196.801 VND/khách,15:10,2025-04-24,16:35,2025-04-24,1h 25m,,,2025-04-07,DAD
1882,DAD0682,Vietnam Airlines,2.196.801 VND/khách,18:40,2025-04-24,20:05,2025-04-24,1h 25m,,,2025-04-07,DAD
1883,DAD0488,Vietnam Airlines,2.343.654 VND/khách,10:00,2025-04-24,11:25,2025-04-24,1h 25m,,,2025-04-07,DAD
1884,DAD0514,Vietnam Airlines,2.343.654 VND/khách,11:00,2025-04-24,12:25,2025-04-24,1h 25m,,,2025-04-07,DAD
1885,DAD0545,Vietnam Airlines,2.343.654 VND/khách,12:15,2025-04-24,13:40,2025-04-24,1h 25m,,,2025-04-07,DAD
1886,DAD0574,Vietnam Airlines,2.343.654 VND/khách,13:20,2025-04-24,14:50,2025-04-24,1h 30m,,,2025-04-07,DAD
1887,DAD0450,Vietnam Airlines,2.479.518 VND/khách,09:05,2025-04-24,10:25,2025-04-24,1h 20m,,,2025-04-07,DAD
1888,DAD0426,Vietnam Airlines,2.479.518 VND/khách,08:00,2025-04-24,09:25,2025-04-24,1h 25m,,,2025-04-07,DAD
1889,DAD0052,VietJet Air,1.430.000 VND/khách,05:00,2025-04-25,06:20,2025-04-25,1h 20m,,,2025-04-07,DAD
1890,DAD0225,VietJet Air,1.430.000 VND/khách,15:40,2025-04-25,17:00,2025-04-25,1h 20m,,,2025-04-07,DAD
1891,DAD0243,VietJet Air,1.430.000 VND/khách,16:15,2025-04-25,17:35,2025-04-25,1h 20m,,,2025-04-07,DAD
1892,DAD0257,VietJet Air,1.430.000 VND/khách,17:35,2025-04-25,18:55,2025-04-25,1h 20m,,,2025-04-07,DAD
1893,DAD0192,VietJet Air,1.600.000 VND/khách,13:35,2025-04-25,14:50,2025-04-25,1h 15m,,,2025-04-07,DAD
1894,DAD0084,VietJet Air,1.600.000 VND/khách,06:50,2025-04-25,08:10,2025-04-25,1h 20m,,,2025-04-07,DAD
1895,DAD0156,VietJet Air,1.600.000 VND/khách,12:30,2025-04-25,13:50,2025-04-25,1h 20m,,,2025-04-07,DAD
1896,DAD0171,VietJet Air,1.600.000 VND/khách,13:00,2025-04-25,14:20,2025-04-25,1h 20m,,,2025-04-07,DAD
1897,DAD0278,VietJet Air,1.600.000 VND/khách,17:55,2025-04-25,19:15,2025-04-25,1h 20m,,,2025-04-07,DAD
1898,DAD0302,VietJet Air,1.600.000 VND/khách,19:15,2025-04-25,20:35,2025-04-25,1h 20m,,,2025-04-07,DAD
1899,DAD0214,VietJet Air,1.600.000 VND/khách,14:10,2025-04-25,15:35,2025-04-25,1h 25m,,,2025-04-07,DAD
1900,DAD0351,VietJet Air,1.600.000 VND/khách,21:25,2025-04-25,22:50,2025-04-25,1h 25m,,,2025-04-07,DAD
1901,DAD0776,Vietravel Airlines,1.641.000 VND/khách,21:05,2025-04-25,22:25,2025-04-25,1h 20m,,,2025-04-07,DAD
1902,DAD0103,VietJet Air,1.714.000 VND/khách,09:35,2025-04-25,10:55,2025-04-25,1h 20m,,,2025-04-07,DAD
1903,DAD0126,VietJet Air,1.714.000 VND/khách,10:25,2025-04-25,11:50,2025-04-25,1h 25m,,,2025-04-07,DAD
