,id,brand,price,start_time,start_day,end_time,end_day,trip_time,hand_luggage,checked_baggage,crawl_date,destination
1301,PQC0323,Vietravel Airlines,1.619.423 VND/khách,17:25,2025-05-02,18:25,2025-05-02,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1302,PQC0017,VietJet Air,1.700.863 VND/khách,05:55,2025-05-02,06:55,2025-05-02,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1303,PQC0132,VietJet Air,1.700.863 VND/khách,17:10,2025-05-02,18:15,2025-05-02,1h 5m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1304,PQC0002,Bamboo Airways,1.715.850 VND/khách,16:30,2025-05-02,17:30,2025-05-02,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1305,PQC0167,Vietnam Airlines,1.757.241 VND/khách,05:25,2025-05-02,06:20,2025-05-02,55m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1306,PQC0088,VietJet Air,1.777.095 VND/khách,14:05,2025-05-02,15:05,2025-05-02,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1307,PQC0042,VietJet Air,1.810.756 VND/khách,09:20,2025-05-02,10:20,2025-05-02,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1308,PQC0066,VietJet Air,1.839.467 VND/khách,11:35,2025-05-02,12:35,2025-05-02,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1309,PQC0109,VietJet Air,1.880.058 VND/khách,15:40,2025-05-02,16:40,2025-05-02,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1310,PQC0248,Vietnam Airlines,1.986.012 VND/khách,13:00,2025-05-02,14:00,2025-05-02,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1311,PQC0305,Vietnam Airlines,1.986.012 VND/khách,20:20,2025-05-02,21:20,2025-05-02,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1312,PQC0269,Vietnam Airlines,1.986.012 VND/khách,15:05,2025-05-02,16:10,2025-05-02,1h 5m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1313,PQC0324,Vietravel Airlines,875.710 VND/khách,17:25,2025-05-03,18:25,2025-05-03,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1314,PQC0133,VietJet Air,1.018.736 VND/khách,17:10,2025-05-03,18:15,2025-05-03,1h 5m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1315,PQC0003,Bamboo Airways,1.018.850 VND/khách,16:30,2025-05-03,17:30,2025-05-03,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1316,PQC0018,VietJet Air,1.281.093 VND/khách,05:55,2025-05-03,06:55,2025-05-03,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1317,PQC0089,VietJet Air,1.281.093 VND/khách,14:05,2025-05-03,15:05,2025-05-03,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1318,PQC0168,Vietnam Airlines,1.355.643 VND/khách,05:25,2025-05-03,06:20,2025-05-03,55m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1319,PQC0067,VietJet Air,1.405.836 VND/khách,11:35,2025-05-03,12:35,2025-05-03,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1320,PQC0183,Vietnam Airlines,1.492.506 VND/khách,05:40,2025-05-03,06:40,2025-05-03,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1321,PQC0306,Vietnam Airlines,1.554.444 VND/khách,20:20,2025-05-03,21:20,2025-05-03,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1322,PQC0043,VietJet Air,1.577.110 VND/khách,09:20,2025-05-03,10:20,2025-05-03,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1323,PQC0204,Vietnam Airlines,1.731.267 VND/khách,08:10,2025-05-03,08:55,2025-05-03,45m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1324,PQC0252,Vietnam Airlines,1.739.259 VND/khách,13:05,2025-05-03,14:00,2025-05-03,55m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1325,PQC0270,Vietnam Airlines,1.739.259 VND/khách,15:05,2025-05-03,16:10,2025-05-03,1h 5m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1326,PQC0110,VietJet Air,1.878.262 VND/khách,15:40,2025-05-03,16:40,2025-05-03,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1327,PQC0325,Vietravel Airlines,749.624 VND/khách,17:25,2025-05-04,18:25,2025-05-04,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1328,PQC0134,VietJet Air,815.781 VND/khách,17:10,2025-05-04,18:15,2025-05-04,1h 5m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1329,PQC0019,VietJet Air,829.641 VND/khách,05:55,2025-05-04,06:55,2025-05-04,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1330,PQC0004,Bamboo Airways,874.325 VND/khách,16:30,2025-05-04,17:30,2025-05-04,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1331,PQC0169,Vietnam Airlines,1.069.187 VND/khách,05:25,2025-05-04,06:20,2025-05-04,55m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1332,PQC0068,VietJet Air,1.147.439 VND/khách,11:35,2025-05-04,12:35,2025-05-04,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1333,PQC0090,VietJet Air,1.147.439 VND/khách,14:05,2025-05-04,15:05,2025-05-04,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1334,PQC0184,Vietnam Airlines,1.248.247 VND/khách,05:40,2025-05-04,06:40,2025-05-04,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1335,PQC0307,Vietnam Airlines,1.248.247 VND/khách,20:20,2025-05-04,21:20,2025-05-04,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1336,PQC0044,VietJet Air,1.283.073 VND/khách,09:20,2025-05-04,10:20,2025-05-04,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1337,PQC0271,Vietnam Airlines,1.360.032 VND/khách,15:05,2025-05-04,16:10,2025-05-04,1h 5m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1338,PQC0205,Vietnam Airlines,1.471.814 VND/khách,08:10,2025-05-04,08:55,2025-05-04,45m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1339,PQC0253,Vietnam Airlines,1.471.814 VND/khách,13:05,2025-05-04,14:00,2025-05-04,55m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1340,PQC0228,Vietnam Airlines,1.471.814 VND/khách,10:25,2025-05-04,11:25,2025-05-04,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1341,PQC0326,Vietravel Airlines,748.638 VND/khách,17:25,2025-05-05,18:25,2025-05-05,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1342,PQC0020,VietJet Air,813.801 VND/khách,05:55,2025-05-05,06:55,2025-05-05,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1343,PQC0135,VietJet Air,813.801 VND/khách,17:10,2025-05-05,18:15,2025-05-05,1h 5m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1344,PQC0112,VietJet Air,832.612 VND/khách,15:40,2025-05-05,16:40,2025-05-05,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1345,PQC0005,Bamboo Airways,874.325 VND/khách,16:30,2025-05-05,17:30,2025-05-05,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1346,PQC0069,VietJet Air,1.146.449 VND/khách,11:35,2025-05-05,12:35,2025-05-05,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1347,PQC0091,VietJet Air,1.146.449 VND/khách,14:05,2025-05-05,15:05,2025-05-05,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1348,PQC0170,Vietnam Airlines,1.207.791 VND/khách,05:25,2025-05-05,06:20,2025-05-05,55m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1349,PQC0045,VietJet Air,1.281.093 VND/khách,09:20,2025-05-05,10:20,2025-05-05,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1350,PQC0185,Vietnam Airlines,1.347.651 VND/khách,05:40,2025-05-05,06:40,2025-05-05,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1351,PQC0308,Vietnam Airlines,1.347.651 VND/khách,20:20,2025-05-05,21:20,2025-05-05,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1352,PQC0254,Vietnam Airlines,1.473.525 VND/khách,13:05,2025-05-05,14:00,2025-05-05,55m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1353,PQC0272,Vietnam Airlines,1.473.525 VND/khách,15:05,2025-05-05,16:10,2025-05-05,1h 5m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1354,PQC0206,Vietnam Airlines,1.654.344 VND/khách,08:10,2025-05-05,08:55,2025-05-05,45m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1355,PQC0327,Vietravel Airlines,749.624 VND/khách,17:25,2025-05-06,18:25,2025-05-06,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1356,PQC0021,VietJet Air,815.781 VND/khách,05:55,2025-05-06,06:55,2025-05-06,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1357,PQC0136,VietJet Air,815.781 VND/khách,17:10,2025-05-06,18:15,2025-05-06,1h 5m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1358,PQC0113,VietJet Air,837.562 VND/khách,15:40,2025-05-06,16:40,2025-05-06,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1359,PQC0046,VietJet Air,1.147.439 VND/khách,09:20,2025-05-06,10:20,2025-05-06,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1360,PQC0070,VietJet Air,1.147.439 VND/khách,11:35,2025-05-06,12:35,2025-05-06,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1361,PQC0092,VietJet Air,1.147.439 VND/khách,14:05,2025-05-06,15:05,2025-05-06,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1362,PQC0186,Vietnam Airlines,1.371.627 VND/khách,05:40,2025-05-06,06:40,2025-05-06,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1363,PQC0273,Vietnam Airlines,1.489.509 VND/khách,15:05,2025-05-06,16:10,2025-05-06,1h 5m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1364,PQC0207,Vietnam Airlines,1.541.457 VND/khách,08:10,2025-05-06,08:55,2025-05-06,45m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1365,PQC0255,Vietnam Airlines,1.541.457 VND/khách,13:05,2025-05-06,14:00,2025-05-06,55m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1366,PQC0328,Vietravel Airlines,747.653 VND/khách,17:25,2025-05-07,18:25,2025-05-07,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1367,PQC0022,VietJet Air,812.811 VND/khách,05:55,2025-05-07,06:55,2025-05-07,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1368,PQC0137,VietJet Air,812.811 VND/khách,17:10,2025-05-07,18:15,2025-05-07,1h 5m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1369,PQC0047,VietJet Air,1.143.479 VND/khách,09:20,2025-05-07,10:20,2025-05-07,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1370,PQC0071,VietJet Air,1.143.479 VND/khách,11:35,2025-05-07,12:35,2025-05-07,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1371,PQC0093,VietJet Air,1.143.479 VND/khách,14:05,2025-05-07,15:05,2025-05-07,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1372,PQC0006,Bamboo Airways,1.173.625 VND/khách,16:30,2025-05-07,17:30,2025-05-07,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1373,PQC0187,Vietnam Airlines,1.370.628 VND/khách,05:40,2025-05-07,06:40,2025-05-07,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1374,PQC0274,Vietnam Airlines,1.583.415 VND/khách,15:05,2025-05-07,16:10,2025-05-07,1h 5m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1375,PQC0208,Vietnam Airlines,1.650.348 VND/khách,08:10,2025-05-07,08:55,2025-05-07,45m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1376,PQC0231,Vietnam Airlines,1.650.348 VND/khách,10:25,2025-05-07,11:25,2025-05-07,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1377,PQC0256,Vietnam Airlines,1.761.623 VND/khách,13:05,2025-05-07,14:00,2025-05-07,55m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1378,PQC0329,Vietravel Airlines,1.051.049 VND/khách,17:25,2025-05-08,18:25,2025-05-08,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1379,PQC0023,VietJet Air,1.016.756 VND/khách,05:55,2025-05-08,06:55,2025-05-08,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1380,PQC0048,VietJet Air,1.279.113 VND/khách,09:20,2025-05-08,10:20,2025-05-08,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1381,PQC0072,VietJet Air,1.279.113 VND/khách,11:35,2025-05-08,12:35,2025-05-08,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1382,PQC0094,VietJet Air,1.279.113 VND/khách,14:05,2025-05-08,15:05,2025-05-08,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1383,PQC0115,VietJet Air,1.279.113 VND/khách,15:40,2025-05-08,16:40,2025-05-08,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1384,PQC0138,VietJet Air,1.279.113 VND/khách,17:10,2025-05-08,18:15,2025-05-08,1h 5m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1385,PQC0155,VietJet Air,1.279.113 VND/khách,17:40,2025-05-08,18:45,2025-05-08,1h 5m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1386,PQC0188,Vietnam Airlines,1.488.510 VND/khách,05:40,2025-05-08,06:40,2025-05-08,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1387,PQC0257,Vietnam Airlines,1.709.289 VND/khách,13:05,2025-05-08,14:00,2025-05-08,55m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1388,PQC0275,Vietnam Airlines,1.709.289 VND/khách,15:05,2025-05-08,16:10,2025-05-08,1h 5m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1389,PQC0232,Vietnam Airlines,1.783.215 VND/khách,10:25,2025-05-08,11:25,2025-05-08,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1390,PQC0330,Vietravel Airlines,1.852.880 VND/khách,17:25,2025-05-09,18:25,2025-05-09,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1391,PQC0139,VietJet Air,1.281.093 VND/khách,17:10,2025-05-09,18:15,2025-05-09,1h 5m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1392,PQC0024,VietJet Air,1.306.833 VND/khách,05:55,2025-05-09,06:55,2025-05-09,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1393,PQC0095,VietJet Air,1.408.806 VND/khách,14:05,2025-05-09,15:05,2025-05-09,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1394,PQC0049,VietJet Air,1.577.110 VND/khách,09:20,2025-05-09,10:20,2025-05-09,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1395,PQC0073,VietJet Air,1.577.110 VND/khách,11:35,2025-05-09,12:35,2025-05-09,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1396,PQC0189,Vietnam Airlines,1.594.404 VND/khách,05:40,2025-05-09,06:40,2025-05-09,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1397,PQC0007,Bamboo Airways,1.616.425 VND/khách,16:30,2025-05-09,17:30,2025-05-09,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1398,PQC0309,Vietnam Airlines,1.654.344 VND/khách,20:20,2025-05-09,21:20,2025-05-09,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1399,PQC0249,Vietnam Airlines,1.765.233 VND/khách,13:00,2025-05-09,14:00,2025-05-09,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1400,PQC0276,Vietnam Airlines,1.765.233 VND/khách,15:05,2025-05-09,16:10,2025-05-09,1h 5m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1401,PQC0330,Vietravel Airlines,1.852.880 VND/khách,17:25,2025-05-09,18:25,2025-05-09,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1402,PQC0116,VietJet Air,1.878.262 VND/khách,15:40,2025-05-09,16:40,2025-05-09,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1403,PQC0233,Vietnam Airlines,1.949.049 VND/khách,10:25,2025-05-09,11:25,2025-05-09,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1404,PQC0331,Vietravel Airlines,879.650 VND/khách,17:25,2025-05-10,18:25,2025-05-10,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1405,PQC0140,VietJet Air,813.801 VND/khách,17:10,2025-05-10,18:15,2025-05-10,1h 5m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1406,PQC0025,VietJet Air,1.281.093 VND/khách,05:55,2025-05-10,06:55,2025-05-10,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1407,PQC0074,VietJet Air,1.281.093 VND/khách,11:35,2025-05-10,12:35,2025-05-10,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1408,PQC0096,VietJet Air,1.281.093 VND/khách,14:05,2025-05-10,15:05,2025-05-10,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1409,PQC0050,VietJet Air,1.303.863 VND/khách,09:20,2025-05-10,10:20,2025-05-10,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1410,PQC0190,Vietnam Airlines,1.594.404 VND/khách,05:40,2025-05-10,06:40,2025-05-10,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1411,PQC0277,Vietnam Airlines,1.654.344 VND/khách,15:05,2025-05-10,16:10,2025-05-10,1h 5m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1412,PQC0258,Vietnam Airlines,1.669.329 VND/khách,13:05,2025-05-10,14:00,2025-05-10,55m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1413,PQC0211,Vietnam Airlines,1.853.145 VND/khách,08:10,2025-05-10,08:55,2025-05-10,45m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1414,PQC0234,Vietnam Airlines,1.853.145 VND/khách,10:25,2025-05-10,11:25,2025-05-10,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1415,PQC0332,Vietravel Airlines,810.697 VND/khách,17:25,2025-05-11,18:25,2025-05-11,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1416,PQC0026,VietJet Air,813.801 VND/khách,05:55,2025-05-11,06:55,2025-05-11,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1417,PQC0141,VietJet Air,813.801 VND/khách,17:10,2025-05-11,18:15,2025-05-11,1h 5m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1418,PQC0051,VietJet Air,1.146.449 VND/khách,09:20,2025-05-11,10:20,2025-05-11,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1419,PQC0075,VietJet Air,1.146.449 VND/khách,11:35,2025-05-11,12:35,2025-05-11,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1420,PQC0097,VietJet Air,1.146.449 VND/khách,14:05,2025-05-11,15:05,2025-05-11,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1421,PQC0008,Bamboo Airways,1.173.625 VND/khách,16:30,2025-05-11,17:30,2025-05-11,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1422,PQC0310,Vietnam Airlines,1.215.783 VND/khách,20:20,2025-05-11,21:20,2025-05-11,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1423,PQC0191,Vietnam Airlines,1.259.739 VND/khách,05:40,2025-05-11,06:40,2025-05-11,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1424,PQC0259,Vietnam Airlines,1.358.640 VND/khách,13:05,2025-05-11,14:00,2025-05-11,55m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1425,PQC0278,Vietnam Airlines,1.358.640 VND/khách,15:05,2025-05-11,16:10,2025-05-11,1h 5m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1426,PQC0235,Vietnam Airlines,1.470.528 VND/khách,10:25,2025-05-11,11:25,2025-05-11,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1427,PQC0212,Vietnam Airlines,1.565.433 VND/khách,08:10,2025-05-11,08:55,2025-05-11,45m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1428,PQC0333,Vietravel Airlines,748.638 VND/khách,17:25,2025-04-21,18:25,2025-04-21,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1429,PQC0142,VietJet Air,813.801 VND/khách,17:10,2025-04-21,18:15,2025-04-21,1h 5m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1430,PQC0009,Bamboo Airways,869.953 VND/khách,16:30,2025-04-21,17:30,2025-04-21,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1431,PQC0027,VietJet Air,1.018.736 VND/khách,05:55,2025-04-21,06:55,2025-04-21,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1432,PQC0119,VietJet Air,1.018.736 VND/khách,15:40,2025-04-21,16:40,2025-04-21,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1433,PQC0098,VietJet Air,1.146.449 VND/khách,14:05,2025-04-21,15:05,2025-04-21,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1434,PQC0052,VietJet Air,1.281.093 VND/khách,09:20,2025-04-21,10:20,2025-04-21,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1435,PQC0076,VietJet Air,1.281.093 VND/khách,11:35,2025-04-21,12:35,2025-04-21,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1436,PQC0192,Vietnam Airlines,1.377.621 VND/khách,05:40,2025-04-21,06:40,2025-04-21,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1437,PQC0213,Vietnam Airlines,1.731.267 VND/khách,08:10,2025-04-21,08:55,2025-04-21,45m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1438,PQC0260,Vietnam Airlines,1.971.027 VND/khách,13:05,2025-04-21,14:00,2025-04-21,55m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1439,PQC0236,Vietnam Airlines,1.978.020 VND/khách,10:25,2025-04-21,11:25,2025-04-21,1h 0m,Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,2025-04-11,PQC
1440,PQC0334,Vietravel Airlines,748.638 VND/khách,17:25,2025-04-22,18:25,2025-04-22,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1441,PQC0143,VietJet Air,813.801 VND/khách,17:10,2025-04-22,18:15,2025-04-22,1h 5m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1442,PQC0120,VietJet Air,1.018.736 VND/khách,15:40,2025-04-22,16:40,2025-04-22,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1443,PQC0028,VietJet Air,1.031.577 VND/khách,05:55,2025-04-22,06:55,2025-04-22,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1444,PQC0099,VietJet Air,1.146.449 VND/khách,14:05,2025-04-22,15:05,2025-04-22,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1445,PQC0053,VietJet Air,1.281.093 VND/khách,09:20,2025-04-22,10:20,2025-04-22,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
1446,PQC0077,VietJet Air,1.281.093 VND/khách,11:35,2025-04-22,12:35,2025-04-22,1h 0m,Hành lý xách tay 7 kg,Hành lý 0 kg,2025-04-11,PQC
