id,brand,price,start_time,start_day,end_time,end_day,trip_time,destination,checked_baggage,hand_luggage,crawl_date
CXR0007,VietJet Air,1159095,12:40,05 thg 5,13:40,05 thg 5,1h 0m,CXR,0.0,7.0,27-04-2025
CXR0007,VietJet Air,1163085,12:40,05 thg 5,13:40,05 thg 5,1h 0m,CXR,0.0,7.0,28-04-2025
CXR0007,VietJet Air,1157100,12:40,05 thg 5,13:40,05 thg 5,1h 0m,CXR,0.0,7.0,29-04-2025
CXR0007,VietJet Air,1141140,12:40,05 thg 5,13:40,05 thg 5,1h 0m,CXR,0.0,7.0,30-04-2025
CXR0008,VietJet Air,1445243,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,01-05-2025
CXR0008,VietJet Air,1445394,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,02-05-2025
CXR0008,VietJet Air,1406475,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,03-05-2025
CXR0008,VietJet Air,1449137,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,04-05-2025
CXR0008,VietJet Air,1327929,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,16-04-2025
CXR0008,VietJet Air,1283783,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,17-04-2025
CXR0008,VietJet Air,1285778,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,18-04-2025
CXR0008,VietJet Air,1306725,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,19-04-2025
CXR0008,VietJet Air,1300740,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,20-04-2025
CXR0008,VietJet Air,1307723,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,21-04-2025
CXR0008,VietJet Air,1434405,12:40,06 thg 5,13:40,06 thg 5,1h 0m,CXR,0.0,7.0,22-04-2025
