brand,start_day,start_time,end_day,end_time,trip_time,price,crawl_date,days_left,id
VietJet Air,22-04-2025,00:05:00,22-04-2025,02:00:00,1.92,2226555,21-04-2025,1,HAN0134
VietJet Air,22-04-2025,05:00:00,22-04-2025,07:10:00,2.17,1719674,07-04-2025,15,HAN0148
VietJet Air,22-04-2025,05:00:00,22-04-2025,07:10:00,2.17,1735280,08-04-2025,14,HAN0148
VietJet Air,22-04-2025,05:00:00,22-04-2025,07:10:00,2.17,1592000,09-04-2025,13,HAN0148
VietJet Air,22-04-2025,05:00:00,22-04-2025,07:10:00,2.17,1586021,10-04-2025,12,HAN0148
VietJet Air,22-04-2025,05:00:00,22-04-2025,07:10:00,2.17,1583000,11-04-2025,11,HAN0148
VietJet Air,22-04-2025,05:00:00,22-04-2025,07:10:00,2.17,1586000,12-04-2025,10,HAN0148
VietJet Air,22-04-2025,05:00:00,22-04-2025,07:10:00,2.17,1580060,13-04-2025,9,HAN0148
VietJet Air,22-04-2025,05:00:00,22-04-2025,07:10:00,2.17,1546125,14-04-2025,8,HAN0148
VietJet Air,22-04-2025,05:00:00,22-04-2025,07:10:00,2.17,1810463,15-04-2025,7,HAN0148
VietJet Air,22-04-2025,05:00:00,22-04-2025,07:10:00,2.17,1963080,17-04-2025,5,HAN0148
VietJet Air,22-04-2025,05:00:00,22-04-2025,07:10:00,2.17,2058840,18-04-2025,4,HAN0148
VietJet Air,22-04-2025,05:00:00,22-04-2025,07:10:00,2.17,2191379,19-04-2025,3,HAN0148
VietJet Air,22-04-2025,05:00:00,22-04-2025,07:10:00,2.17,2207468,20-04-2025,2,HAN0148
VietJet Air,22-04-2025,05:00:00,22-04-2025,07:10:00,2.17,2369063,21-04-2025,1,HAN0148
VietJet Air,22-04-2025,06:00:00,22-04-2025,08:10:00,2.17,1577110,07-04-2025,15,HAN0169
VietJet Air,22-04-2025,06:00:00,22-04-2025,08:10:00,2.17,1609910,08-04-2025,14,HAN0169
VietJet Air,22-04-2025,06:00:00,22-04-2025,08:10:00,2.17,2194970,09-04-2025,13,HAN0169
VietJet Air,22-04-2025,06:00:00,22-04-2025,08:10:00,2.17,2181026,10-04-2025,12,HAN0169
VietJet Air,22-04-2025,06:00:00,22-04-2025,08:10:00,2.17,1583000,11-04-2025,11,HAN0169
VietJet Air,22-04-2025,06:00:00,22-04-2025,08:10:00,2.17,1586000,12-04-2025,10,HAN0169
VietJet Air,22-04-2025,06:00:00,22-04-2025,08:10:00,2.17,1580060,13-04-2025,9,HAN0169
VietJet Air,22-04-2025,06:15:00,22-04-2025,08:25:00,2.17,1577110,07-04-2025,15,HAN0191
VietJet Air,22-04-2025,06:15:00,22-04-2025,08:25:00,2.17,1591005,08-04-2025,14,HAN0191
VietJet Air,22-04-2025,06:15:00,22-04-2025,08:25:00,2.17,1592000,09-04-2025,13,HAN0191
VietJet Air,22-04-2025,06:15:00,22-04-2025,08:25:00,2.17,1586021,10-04-2025,12,HAN0191
VietJet Air,22-04-2025,06:15:00,22-04-2025,08:25:00,2.17,1583000,11-04-2025,11,HAN0191
VietJet Air,22-04-2025,06:15:00,22-04-2025,08:25:00,2.17,1586000,12-04-2025,10,HAN0191
VietJet Air,22-04-2025,06:15:00,22-04-2025,08:25:00,2.17,1580060,13-04-2025,9,HAN0191
VietJet Air,22-04-2025,06:15:00,22-04-2025,08:25:00,2.17,2534648,14-04-2025,8,HAN0191
VietJet Air,22-04-2025,06:15:00,22-04-2025,08:25:00,2.17,2537640,15-04-2025,7,HAN0191
VietJet Air,22-04-2025,06:15:00,22-04-2025,08:25:00,2.17,2515695,17-04-2025,5,HAN0191
VietJet Air,22-04-2025,06:15:00,22-04-2025,08:25:00,2.17,2518688,18-04-2025,4,HAN0191
VietJet Air,22-04-2025,06:15:00,22-04-2025,08:25:00,2.17,2582528,19-04-2025,3,HAN0191
VietJet Air,22-04-2025,06:15:00,22-04-2025,08:25:00,2.17,2382030,20-04-2025,2,HAN0191
VietJet Air,22-04-2025,06:15:00,22-04-2025,08:25:00,2.17,2394998,21-04-2025,1,HAN0191
