brand,start_day,start_time,end_day,end_time,trip_time,price,crawl_date,days_left,id
Vietravel Airlines,22-04-2025,05:45:00,22-04-2025,07:55:00,2.17,1456889,07-04-2025,15,HAN1293
Vietravel Airlines,22-04-2025,05:45:00,22-04-2025,07:55:00,2.17,1470150,08-04-2025,14,HAN1293
Vietravel Airlines,22-04-2025,05:45:00,22-04-2025,07:55:00,2.17,1475100,09-04-2025,13,HAN1293
Vietravel Airlines,22-04-2025,05:45:00,22-04-2025,07:55:00,2.17,1460830,10-04-2025,12,HAN1293
Vietravel Airlines,22-04-2025,05:45:00,22-04-2025,07:55:00,2.17,1646074,11-04-2025,11,HAN1293
Vietravel Airlines,22-04-2025,05:45:00,22-04-2025,07:55:00,2.17,1646074,11-04-2025,11,HAN1293
Vietravel Airlines,22-04-2025,05:45:00,22-04-2025,07:55:00,2.17,1471605,12-04-2025,10,HAN1293
Vietravel Airlines,22-04-2025,05:45:00,22-04-2025,07:55:00,2.17,1466190,13-04-2025,9,HAN1293
Vietravel Airlines,22-04-2025,05:45:00,22-04-2025,07:55:00,2.17,1611960,14-04-2025,8,HAN1293
Vietravel Airlines,22-04-2025,05:45:00,22-04-2025,07:55:00,2.17,1612958,15-04-2025,7,HAN1293
Vietravel Airlines,22-04-2025,05:45:00,22-04-2025,07:55:00,2.17,2021610,17-04-2025,5,HAN1293
Vietravel Airlines,22-04-2025,05:45:00,22-04-2025,07:55:00,2.17,2021466,18-04-2025,4,HAN1293
Vietravel Airlines,22-04-2025,05:45:00,22-04-2025,07:55:00,2.17,1963858,19-04-2025,3,HAN1293
Vietravel Airlines,22-04-2025,05:45:00,22-04-2025,07:55:00,2.17,2203246,20-04-2025,2,HAN1293
Vietravel Airlines,22-04-2025,05:45:00,22-04-2025,07:55:00,2.17,2202961,21-04-2025,1,HAN1293
