brand,start_day,start_time,end_day,end_time,trip_time,price,crawl_date,days_left,id
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,3475775,10-04-2025,20,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,3475775,11-04-2025,19,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,3475775,12-04-2025,18,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,3475775,13-04-2025,17,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,3117758,14-04-2025,16,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,3117758,15-04-2025,15,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,3112360,16-04-2025,14,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,3117758,17-04-2025,13,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,3117758,18-04-2025,12,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,3117758,19-04-2025,11,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,2852590,20-04-2025,10,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,2852590,21-04-2025,9,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,2361316,22-04-2025,8,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,2361316,23-04-2025,7,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,2551718,24-04-2025,6,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,2558802,25-04-2025,5,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,2159075,26-04-2025,4,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,2390587,27-04-2025,3,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,2390587,27-04-2025,3,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,1971418,28-04-2025,2,HAN0003
Bamboo Airways,30-04-2025,05:25:00,30-04-2025,07:35:00,2.17,1971418,29-04-2025,1,HAN0003
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,3826325,10-04-2025,20,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,3826325,11-04-2025,19,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,3826325,12-04-2025,18,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,3826325,13-04-2025,17,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,3801895,14-04-2025,16,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,3801895,15-04-2025,15,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,3794930,16-04-2025,14,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,3807193,17-04-2025,13,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,3807193,18-04-2025,12,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,3807193,19-04-2025,11,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,3807193,20-04-2025,10,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,2622099,21-04-2025,9,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,2361316,22-04-2025,8,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,2326420,24-04-2025,6,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,2622099,25-04-2025,5,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,2390587,26-04-2025,4,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,2390587,27-04-2025,3,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,2159075,28-04-2025,2,HAN0022
Bamboo Airways,30-04-2025,08:30:00,30-04-2025,10:40:00,2.17,1971418,29-04-2025,1,HAN0022
Bamboo Airways,30-04-2025,10:40:00,30-04-2025,12:50:00,2.17,3133425,10-04-2025,20,HAN0029
Bamboo Airways,30-04-2025,10:40:00,30-04-2025,12:50:00,2.17,3133425,11-04-2025,19,HAN0029
Bamboo Airways,30-04-2025,10:40:00,30-04-2025,12:50:00,2.17,3133425,12-04-2025,18,HAN0029
Bamboo Airways,30-04-2025,10:40:00,30-04-2025,12:50:00,2.17,3133425,13-04-2025,17,HAN0029
Bamboo Airways,30-04-2025,10:40:00,30-04-2025,12:50:00,2.17,3117758,14-04-2025,16,HAN0029
Bamboo Airways,30-04-2025,10:40:00,30-04-2025,12:50:00,2.17,3117758,15-04-2025,15,HAN0029
Bamboo Airways,30-04-2025,10:40:00,30-04-2025,12:50:00,2.17,2851670,16-04-2025,14,HAN0029
Bamboo Airways,30-04-2025,10:40:00,30-04-2025,12:50:00,2.17,3117758,17-04-2025,13,HAN0029
Bamboo Airways,30-04-2025,10:40:00,30-04-2025,12:50:00,2.17,2852590,18-04-2025,12,HAN0029
Bamboo Airways,30-04-2025,10:40:00,30-04-2025,12:50:00,2.17,2852590,19-04-2025,11,HAN0029
Bamboo Airways,30-04-2025,10:40:00,30-04-2025,12:50:00,2.17,2852590,20-04-2025,10,HAN0029
Bamboo Airways,30-04-2025,10:40:00,30-04-2025,12:50:00,2.17,2622099,21-04-2025,9,HAN0029
Bamboo Airways,30-04-2025,10:40:00,30-04-2025,12:50:00,2.17,2361316,22-04-2025,8,HAN0029
Bamboo Airways,30-04-2025,10:40:00,30-04-2025,12:50:00,2.17,2361316,23-04-2025,7,HAN0029
Bamboo Airways,30-04-2025,10:40:00,30-04-2025,12:50:00,2.17,2326420,24-04-2025,6,HAN0029
