id,brand,price,start_hour,end_hour,trip_minutes,destination,hand_luggage,checked_baggage,is_holiday,days_left
HAN0037,VietJet Air,1169070,15,16,55,HAN,7.0,0.0,0,6
HAN0142,Vietnam Airlines,1389609,21,22,60,HAN,12.0,23.0,0,6
HAN0143,Vietnam Airlines,1151847,21,22,60,HAN,12.0,23.0,1,7
HAN0038,VietJet Air,1306725,15,16,55,HAN,7.0,0.0,1,7
HAN0121,Vietnam Airlines,1579419,12,13,55,HAN,12.0,23.0,1,7
HAN0162,Vietnam Airlines,1802196,5,6,55,HAN,12.0,23.0,1,7
HAN0144,Vietnam Airlines,982017,21,22,60,HAN,12.0,0.0,1,8
HAN0163,Vietnam Airlines,1162836,5,6,55,HAN,12.0,23.0,1,8
HAN0134,Vietnam Airlines,1162836,20,21,55,HAN,12.0,23.0,1,8
HAN0178,Vietnam Airlines,1263735,8,9,55,HAN,12.0,23.0,1,8
HAN0039,VietJet Air,1306725,15,16,55,HAN,7.0,0.0,1,8
HAN0164,Vietnam Airlines,982017,5,6,55,HAN,12.0,0.0,0,9
HAN0179,Vietnam Airlines,1263735,8,9,55,HAN,12.0,23.0,0,9
HAN0040,VietJet Air,1306725,15,16,55,HAN,7.0,0.0,0,9
HAN0145,Vietnam Airlines,1486512,21,22,60,HAN,12.0,23.0,0,9
HAN0165,Vietnam Airlines,1887111,5,6,55,HAN,12.0,23.0,2,10
HAN0056,VietJet Air,1609965,9,10,55,HAN,7.0,0.0,2,10
HAN0180,Vietnam Airlines,1794204,8,9,55,HAN,12.0,23.0,2,10
HAN0041,VietJet Air,1836398,15,16,55,HAN,7.0,0.0,2,10
HAN0011,Bamboo Airways,1934703,16,17,55,HAN,7.0,20.0,2,10
HAN0117,Vietnam Airlines,2006991,10,11,55,HAN,12.0,23.0,2,10
HAN0120,Vietnam Airlines,2010987,11,12,55,HAN,12.0,23.0,2,10
HAN0166,Vietnam Airlines,1869129,5,6,55,HAN,12.0,23.0,3,11
HAN0012,Bamboo Airways,1564488,16,17,55,HAN,7.0,0.0,3,11
HAN0042,VietJet Air,1609965,15,16,55,HAN,7.0,0.0,3,11
HAN0147,Vietnam Airlines,1887111,21,22,60,HAN,12.0,23.0,3,11
HAN0057,VietJet Air,1903230,9,10,55,HAN,7.0,0.0,3,11
HAN0181,Vietnam Airlines,2014983,8,9,55,HAN,12.0,23.0,3,11
HAN0149,Vietnam Airlines,1868130,5,6,55,HAN,12.0,23.0,3,11
HAN0001,Bamboo Airways,1564488,16,17,55,HAN,7.0,0.0,3,11
HAN0045,VietJet Air,1601985,9,10,55,HAN,7.0,0.0,3,11
HAN0029,VietJet Air,1601985,15,16,55,HAN,7.0,0.0,3,11
HAN0167,Vietnam Airlines,1886112,8,9,55,HAN,12.0,23.0,3,11
HAN0150,Vietnam Airlines,1503495,5,6,55,HAN,12.0,23.0,2,12
HAN0046,VietJet Air,1160093,9,10,55,HAN,7.0,0.0,2,12
HAN0030,VietJet Air,1160093,15,16,55,HAN,7.0,0.0,2,12
HAN0002,Bamboo Airways,1211612,16,17,55,HAN,7.0,0.0,2,12
HAN0136,Vietnam Airlines,1503495,21,22,60,HAN,12.0,23.0,2,12
HAN0168,Vietnam Airlines,1604394,8,9,55,HAN,12.0,23.0,2,12
HAN0137,Vietnam Airlines,1146852,21,22,60,HAN,12.0,23.0,2,13
HAN0003,Bamboo Airways,782244,16,17,55,HAN,7.0,0.0,2,13
HAN0047,VietJet Air,825930,9,10,55,HAN,7.0,0.0,2,13
HAN0031,VietJet Air,825930,15,16,55,HAN,7.0,0.0,2,13
HAN0151,Vietnam Airlines,1161837,5,6,55,HAN,12.0,23.0,2,13
HAN0169,Vietnam Airlines,1161837,8,9,55,HAN,12.0,23.0,2,13
HAN0152,Vietnam Airlines,943056,5,6,55,HAN,12.0,0.0,2,14
HAN0048,VietJet Air,825930,9,10,55,HAN,7.0,0.0,2,14
HAN0004,Bamboo Airways,869953,16,17,55,HAN,7.0,0.0,2,14
HAN0170,Vietnam Airlines,943056,8,9,55,HAN,12.0,0.0,2,14
HAN0138,Vietnam Airlines,943056,21,22,60,HAN,12.0,0.0,2,14
HAN0032,VietJet Air,1034408,15,16,55,HAN,7.0,0.0,2,14
HAN0153,Vietnam Airlines,943056,5,6,55,HAN,12.0,0.0,0,15
HAN0049,VietJet Air,825930,9,10,55,HAN,7.0,0.0,0,15
HAN0171,Vietnam Airlines,939060,8,9,55,HAN,12.0,0.0,0,15
HAN0102,Vietnam Airlines,1157841,10,11,55,HAN,12.0,23.0,0,15
HAN0124,Vietnam Airlines,935064,17,18,55,HAN,12.0,0.0,0,16
HAN0005,Bamboo Airways,786175,16,17,55,HAN,7.0,0.0,0,16
HAN0050,VietJet Air,825930,9,10,55,HAN,7.0,0.0,0,16
HAN0172,Vietnam Airlines,943056,8,9,55,HAN,12.0,0.0,0,16
HAN0154,Vietnam Airlines,943056,5,6,55,HAN,12.0,0.0,0,17
HAN0051,VietJet Air,825930,9,10,55,HAN,7.0,0.0,0,17
HAN0173,Vietnam Airlines,943056,8,9,55,HAN,12.0,0.0,0,17
HAN0125,Vietnam Airlines,1150848,17,18,55,HAN,12.0,23.0,0,17
HAN0126,Vietnam Airlines,1157841,17,18,55,HAN,12.0,23.0,0,18
HAN0006,Bamboo Airways,786175,16,17,55,HAN,7.0,0.0,0,18
HAN0052,VietJet Air,825930,9,10,55,HAN,7.0,0.0,0,18
HAN0174,Vietnam Airlines,1098900,8,9,55,HAN,12.0,23.0,0,18
HAN0127,Vietnam Airlines,1232766,17,18,55,HAN,12.0,23.0,0,19
HAN0053,VietJet Air,1286775,9,10,55,HAN,7.0,0.0,0,19
HAN0155,Vietnam Airlines,1380618,5,6,55,HAN,12.0,23.0,0,19
HAN0106,Vietnam Airlines,1488510,10,11,55,HAN,12.0,23.0,0,19
HAN0128,Vietnam Airlines,1161837,17,18,55,HAN,12.0,23.0,1,20
HAN0007,Bamboo Airways,1145320,16,17,55,HAN,7.0,0.0,1,20
HAN0054,VietJet Air,1171065,9,10,55,HAN,7.0,0.0,1,20
HAN0176,Vietnam Airlines,1273725,8,9,55,HAN,12.0,23.0,1,20
HAN0157,Vietnam Airlines,1411137,5,6,55,HAN,12.0,23.0,0,1
HAN0033,VietJet Air,1413454,15,16,55,HAN,7.0,0.0,0,1
HAN0130,Vietnam Airlines,1633365,17,18,55,HAN,12.0,23.0,0,1
HAN0158,Vietnam Airlines,1131867,5,6,55,HAN,12.0,23.0,0,2
HAN0034,VietJet Air,1056353,15,16,55,HAN,7.0,0.0,0,2
HAN0008,Bamboo Airways,1080048,16,17,55,HAN,7.0,0.0,0,2
HAN0159,Vietnam Airlines,1133865,5,6,55,HAN,12.0,23.0,0,3
HAN0035,VietJet Air,835905,15,16,55,HAN,7.0,0.0,0,3
HAN0160,Vietnam Airlines,1213785,5,6,55,HAN,12.0,23.0,0,4
HAN0009,Bamboo Airways,1080048,16,17,55,HAN,7.0,0.0,0,4
HAN0036,VietJet Air,1171065,15,16,55,HAN,7.0,0.0,0,4
HAN0133,Vietnam Airlines,1499499,17,18,55,HAN,12.0,23.0,0,4
HAN0161,Vietnam Airlines,1273725,5,6,55,HAN,12.0,23.0,0,5
HAN0037,VietJet Air,1171065,15,16,55,HAN,7.0,0.0,0,5
HAN0142,Vietnam Airlines,1388610,21,22,60,HAN,12.0,23.0,0,5
HAN0113,Vietnam Airlines,1968030,10,11,55,HAN,12.0,23.0,0,5
HAN0143,Vietnam Airlines,1150848,21,22,60,HAN,12.0,23.0,1,6
HAN0010,Bamboo Airways,1080048,16,17,55,HAN,7.0,0.0,1,6
HAN0038,VietJet Air,1304730,15,16,55,HAN,7.0,0.0,1,6
HAN0121,Vietnam Airlines,1604394,12,13,55,HAN,12.0,23.0,1,6
HAN0162,Vietnam Airlines,1793205,5,6,55,HAN,12.0,23.0,1,6
HAN0144,Vietnam Airlines,980019,21,22,60,HAN,12.0,0.0,1,7
HAN0163,Vietnam Airlines,1131867,5,6,55,HAN,12.0,23.0,1,7
HAN0134,Vietnam Airlines,1161837,20,21,55,HAN,12.0,23.0,1,7
HAN0178,Vietnam Airlines,1179170,8,9,55,HAN,12.0,23.0,1,7
HAN0039,VietJet Air,1304730,15,16,55,HAN,7.0,0.0,1,7
HAN0164,Vietnam Airlines,980019,5,6,55,HAN,12.0,0.0,0,8
HAN0179,Vietnam Airlines,1273725,8,9,55,HAN,12.0,23.0,0,8
HAN0040,VietJet Air,1304730,15,16,55,HAN,7.0,0.0,0,8
HAN0145,Vietnam Airlines,1503495,21,22,60,HAN,12.0,23.0,0,8
HAN0165,Vietnam Airlines,1886112,5,6,55,HAN,12.0,23.0,2,9
HAN0056,VietJet Air,1608968,9,10,55,HAN,7.0,0.0,2,9
HAN0180,Vietnam Airlines,1793205,8,9,55,HAN,12.0,23.0,2,9
HAN0011,Bamboo Airways,1828636,16,17,55,HAN,7.0,20.0,2,9
HAN0041,VietJet Air,1835400,15,16,55,HAN,7.0,0.0,2,9
HAN0117,Vietnam Airlines,2004993,10,11,55,HAN,12.0,23.0,2,9
HAN0120,Vietnam Airlines,2008989,11,12,55,HAN,12.0,23.0,2,9
HAN0166,Vietnam Airlines,1868130,5,6,55,HAN,12.0,23.0,3,10
HAN0012,Bamboo Airways,1564488,16,17,55,HAN,7.0,0.0,3,10
HAN0042,VietJet Air,1601985,15,16,55,HAN,7.0,0.0,3,10
HAN0147,Vietnam Airlines,1886112,21,22,60,HAN,12.0,23.0,3,10
HAN0057,VietJet Air,1902233,9,10,55,HAN,7.0,0.0,3,10
HAN0149,Vietnam Airlines,1870128,5,6,55,HAN,12.0,23.0,3,10
HAN0001,Bamboo Airways,1475759,16,17,55,HAN,7.0,0.0,3,10
HAN0045,VietJet Air,1603980,9,10,55,HAN,7.0,0.0,3,10
HAN0029,VietJet Air,1603980,15,16,55,HAN,7.0,0.0,3,10
HAN0167,Vietnam Airlines,1889109,8,9,55,HAN,12.0,23.0,3,10
HAN0150,Vietnam Airlines,1490508,5,6,55,HAN,12.0,23.0,2,11
HAN0002,Bamboo Airways,1145320,16,17,55,HAN,7.0,0.0,2,11
HAN0046,VietJet Air,1155105,9,10,55,HAN,7.0,0.0,2,11
HAN0030,VietJet Air,1155105,15,16,55,HAN,7.0,0.0,2,11
HAN0136,Vietnam Airlines,1490508,21,22,60,HAN,12.0,23.0,2,11
HAN0099,Vietnam Airlines,1592406,10,11,55,HAN,12.0,23.0,2,11
HAN0137,Vietnam Airlines,1149849,21,22,60,HAN,12.0,23.0,2,12
HAN0047,VietJet Air,820943,9,10,55,HAN,7.0,0.0,2,12
HAN0031,VietJet Air,820943,15,16,55,HAN,7.0,0.0,2,12
HAN0003,Bamboo Airways,1145320,16,17,55,HAN,7.0,0.0,2,12
HAN0151,Vietnam Airlines,1164834,5,6,55,HAN,12.0,23.0,2,12
HAN0169,Vietnam Airlines,1167831,8,9,55,HAN,12.0,23.0,2,12
HAN0152,Vietnam Airlines,989010,5,6,55,HAN,12.0,0.0,2,13
HAN0048,VietJet Air,820943,9,10,55,HAN,7.0,0.0,2,13
HAN0004,Bamboo Airways,947464,16,17,55,HAN,7.0,0.0,2,13
HAN0170,Vietnam Airlines,989010,8,9,55,HAN,12.0,0.0,2,13
HAN0138,Vietnam Airlines,989010,21,22,60,HAN,12.0,0.0,2,13
HAN0032,VietJet Air,1036403,15,16,55,HAN,7.0,0.0,2,13
HAN0153,Vietnam Airlines,944055,5,6,55,HAN,12.0,0.0,0,14
HAN0049,VietJet Air,820943,9,10,55,HAN,7.0,0.0,0,14
HAN0102,Vietnam Airlines,1160838,10,11,55,HAN,12.0,23.0,0,14
HAN0124,Vietnam Airlines,957941,17,18,55,HAN,12.0,0.0,0,15
HAN0005,Bamboo Airways,786175,16,17,55,HAN,7.0,0.0,0,15
HAN0050,VietJet Air,820943,9,10,55,HAN,7.0,0.0,0,15
HAN0172,Vietnam Airlines,957941,8,9,55,HAN,12.0,0.0,0,15
HAN0154,Vietnam Airlines,957941,5,6,55,HAN,12.0,0.0,0,16
HAN0051,VietJet Air,820943,9,10,55,HAN,7.0,0.0,0,16
HAN0173,Vietnam Airlines,944055,8,9,55,HAN,12.0,0.0,0,16
HAN0125,Vietnam Airlines,1153845,17,18,55,HAN,12.0,23.0,0,16
HAN0126,Vietnam Airlines,1141857,17,18,55,HAN,12.0,23.0,0,17
HAN0006,Bamboo Airways,782244,16,17,55,HAN,7.0,0.0,0,17
HAN0052,VietJet Air,820943,9,10,55,HAN,7.0,0.0,0,17
HAN0174,Vietnam Airlines,1093905,8,9,55,HAN,12.0,23.0,0,17
HAN0105,Vietnam Airlines,1241757,10,11,55,HAN,12.0,23.0,0,17
HAN0155,Vietnam Airlines,1383615,5,6,55,HAN,12.0,23.0,0,18
HAN0127,Vietnam Airlines,1234764,17,18,55,HAN,12.0,23.0,0,18
HAN0053,VietJet Air,1288770,9,10,55,HAN,7.0,0.0,0,18
HAN0175,Vietnam Airlines,1506492,8,9,55,HAN,12.0,23.0,0,18
HAN0128,Vietnam Airlines,1163835,17,18,55,HAN,12.0,23.0,1,19
HAN0007,Bamboo Airways,1151075,16,17,55,HAN,7.0,0.0,1,19
HAN0054,VietJet Air,1173060,9,10,55,HAN,7.0,0.0,1,19
HAN0176,Vietnam Airlines,1275723,8,9,55,HAN,12.0,23.0,1,19
HAN0156,Vietnam Airlines,957941,5,6,55,HAN,12.0,0.0,1,20
HAN0129,Vietnam Airlines,957941,17,18,55,HAN,12.0,0.0,1,20
HAN0055,VietJet Air,1036403,9,10,55,HAN,7.0,0.0,1,20
HAN0177,Vietnam Airlines,1179170,8,9,55,HAN,12.0,23.0,1,20
HAN0158,Vietnam Airlines,1228770,5,6,55,HAN,12.0,23.0,0,1
HAN0008,Bamboo Airways,869953,16,17,55,HAN,7.0,0.0,0,1
HAN0034,VietJet Air,1049370,15,16,55,HAN,7.0,0.0,0,1
HAN0159,Vietnam Airlines,1133865,5,6,55,HAN,12.0,23.0,0,2
HAN0035,VietJet Air,1047311,15,16,55,HAN,7.0,0.0,0,2
HAN0160,Vietnam Airlines,1234764,5,6,55,HAN,12.0,23.0,0,3
HAN0009,Bamboo Airways,1013756,16,17,55,HAN,7.0,0.0,0,3
HAN0036,VietJet Air,1174058,15,16,55,HAN,7.0,0.0,0,3
HAN0161,Vietnam Airlines,1275723,5,6,55,HAN,12.0,23.0,0,4
HAN0037,VietJet Air,1174058,15,16,55,HAN,7.0,0.0,0,4
HAN0142,Vietnam Airlines,1475523,21,22,60,HAN,12.0,23.0,0,4
HAN0143,Vietnam Airlines,1151847,21,22,60,HAN,12.0,23.0,1,5
HAN0010,Bamboo Airways,1145320,16,17,55,HAN,7.0,0.0,1,5
HAN0038,VietJet Air,1306725,15,16,55,HAN,7.0,0.0,1,5
HAN0121,Vietnam Airlines,1751401,12,13,55,HAN,12.0,23.0,1,5
HAN0162,Vietnam Airlines,1791207,5,6,55,HAN,12.0,23.0,1,5
HAN0144,Vietnam Airlines,1027746,21,22,60,HAN,12.0,0.0,1,6
HAN0163,Vietnam Airlines,1133865,5,6,55,HAN,12.0,23.0,1,6
HAN0134,Vietnam Airlines,1163835,20,21,55,HAN,12.0,23.0,1,6
HAN0178,Vietnam Airlines,1264734,8,9,55,HAN,12.0,23.0,1,6
HAN0039,VietJet Air,1307723,15,16,55,HAN,7.0,0.0,1,6
HAN0164,Vietnam Airlines,993381,5,6,55,HAN,12.0,0.0,0,7
HAN0179,Vietnam Airlines,1264734,8,9,55,HAN,12.0,23.0,0,7
HAN0040,VietJet Air,1307723,15,16,55,HAN,7.0,0.0,0,7
HAN0145,Vietnam Airlines,1516482,21,22,60,HAN,12.0,23.0,0,7
HAN0165,Vietnam Airlines,1889109,5,6,55,HAN,12.0,23.0,2,8
HAN0056,VietJet Air,1610963,9,10,55,HAN,7.0,0.0,2,8
HAN0180,Vietnam Airlines,1796202,8,9,55,HAN,12.0,23.0,2,8
HAN0011,Bamboo Airways,1828636,16,17,55,HAN,7.0,20.0,2,8
HAN0041,VietJet Air,1838393,15,16,55,HAN,7.0,0.0,2,8
HAN0117,Vietnam Airlines,2011986,10,11,55,HAN,12.0,23.0,2,8
HAN0120,Vietnam Airlines,2011986,11,12,55,HAN,12.0,23.0,2,8
HAN0166,Vietnam Airlines,1870128,5,6,55,HAN,12.0,23.0,3,9
HAN0012,Bamboo Airways,1475759,16,17,55,HAN,7.0,0.0,3,9
HAN0042,VietJet Air,1610963,15,16,55,HAN,7.0,0.0,3,9
HAN0147,Vietnam Airlines,1889109,21,22,60,HAN,12.0,23.0,3,9
HAN0001,Bamboo Airways,1359973,16,17,55,HAN,7.0,0.0,3,9
HAN0045,VietJet Air,1608968,9,10,55,HAN,7.0,0.0,3,9
HAN0029,VietJet Air,1608968,15,16,55,HAN,7.0,0.0,3,9
HAN0149,Vietnam Airlines,1700298,5,6,55,HAN,12.0,23.0,3,9
HAN0135,Vietnam Airlines,1700298,21,22,60,HAN,12.0,23.0,3,9
HAN0002,Bamboo Airways,1066823,16,17,55,HAN,7.0,0.0,2,10
HAN0046,VietJet Air,1171065,9,10,55,HAN,7.0,0.0,2,10
HAN0030,VietJet Air,1171065,15,16,55,HAN,7.0,0.0,2,10
HAN0168,Vietnam Airlines,1262736,8,9,55,HAN,12.0,23.0,2,10
HAN0150,Vietnam Airlines,1488510,5,6,55,HAN,12.0,23.0,2,10
HAN0136,Vietnam Airlines,1488510,21,22,60,HAN,12.0,23.0,2,10
HAN0003,Bamboo Airways,772666,16,17,55,HAN,7.0,0.0,2,11
HAN0047,VietJet Air,833910,9,10,55,HAN,7.0,0.0,2,11
HAN0031,VietJet Air,833910,15,16,55,HAN,7.0,0.0,2,11
HAN0169,Vietnam Airlines,1120878,8,9,55,HAN,12.0,23.0,2,11
HAN0137,Vietnam Airlines,1146852,21,22,60,HAN,12.0,23.0,2,11
HAN0151,Vietnam Airlines,1161837,5,6,55,HAN,12.0,23.0,2,11
HAN0004,Bamboo Airways,935863,16,17,55,HAN,7.0,0.0,2,12
HAN0048,VietJet Air,833910,9,10,55,HAN,7.0,0.0,2,12
HAN0152,Vietnam Airlines,980019,5,6,55,HAN,12.0,0.0,2,12
HAN0170,Vietnam Airlines,980019,8,9,55,HAN,12.0,0.0,2,12
HAN0138,Vietnam Airlines,980019,21,22,60,HAN,12.0,0.0,2,12
HAN0032,VietJet Air,1060343,15,16,55,HAN,7.0,0.0,2,12
HAN0049,VietJet Air,833910,9,10,55,HAN,7.0,0.0,0,13
HAN0153,Vietnam Airlines,983016,5,6,55,HAN,12.0,0.0,0,13
HAN0139,Vietnam Airlines,1161837,21,22,60,HAN,12.0,23.0,0,13
HAN0102,Vietnam Airlines,1272726,10,11,55,HAN,12.0,23.0,0,13
HAN0005,Bamboo Airways,1028543,16,17,55,HAN,7.0,0.0,0,14
HAN0124,Vietnam Airlines,935064,17,18,55,HAN,12.0,0.0,0,14
HAN0172,Vietnam Airlines,943056,8,9,55,HAN,12.0,0.0,0,14
HAN0103,Vietnam Airlines,1161837,10,11,55,HAN,12.0,23.0,0,14
HAN0173,Vietnam Airlines,942057,8,9,55,HAN,12.0,0.0,0,15
HAN0154,Vietnam Airlines,946053,5,6,55,HAN,12.0,0.0,0,15
HAN0104,Vietnam Airlines,1161837,10,11,55,HAN,12.0,23.0,0,15
HAN0125,Vietnam Airlines,1161837,17,18,55,HAN,12.0,23.0,0,15
HAN0051,VietJet Air,1924178,9,10,55,HAN,7.0,0.0,0,15
HAN0006,Bamboo Airways,1088986,16,17,55,HAN,7.0,0.0,0,16
HAN0174,Vietnam Airlines,1094904,8,9,55,HAN,12.0,23.0,0,16
HAN0126,Vietnam Airlines,1161837,17,18,55,HAN,12.0,23.0,0,16
HAN0105,Vietnam Airlines,1280718,10,11,55,HAN,12.0,23.0,0,16
HAN0007,Bamboo Airways,1097215,16,17,55,HAN,7.0,0.0,1,18
HAN0128,Vietnam Airlines,1157841,17,18,55,HAN,12.0,23.0,1,18
HAN0107,Vietnam Airlines,1269729,10,11,55,HAN,12.0,23.0,1,18
HAN0176,Vietnam Airlines,1276722,8,9,55,HAN,12.0,23.0,1,18
HAN0156,Vietnam Airlines,946053,5,6,55,HAN,12.0,0.0,1,19
HAN0129,Vietnam Airlines,946053,17,18,55,HAN,12.0,0.0,1,19
HAN0177,Vietnam Airlines,1135863,8,9,55,HAN,12.0,23.0,1,19
HAN0108,Vietnam Airlines,1161837,10,11,55,HAN,12.0,23.0,1,19
HAN0055,VietJet Air,1924178,9,10,55,HAN,7.0,0.0,1,19
HAN0159,Vietnam Airlines,1473525,5,6,55,HAN,12.0,23.0,0,1
HAN0043,VietJet Air,1957095,15,16,50,HAN,7.0,0.0,0,1
HAN0132,Vietnam Airlines,1964034,17,18,55,HAN,12.0,23.0,0,1
HAN0013,Bamboo Airways,1088986,17,17,55,HAN,7.0,0.0,0,2
HAN0036,VietJet Air,1060343,15,16,55,HAN,7.0,0.0,0,2
HAN0133,Vietnam Airlines,1708290,17,18,55,HAN,12.0,23.0,0,2
HAN0037,VietJet Air,1171065,15,16,55,HAN,7.0,0.0,0,3
HAN0161,Vietnam Airlines,1273725,5,6,55,HAN,12.0,23.0,0,3
HAN0142,Vietnam Airlines,1570428,21,22,60,HAN,12.0,23.0,0,3
HAN0118,Vietnam Airlines,2012985,10,11,55,HAN,12.0,23.0,0,3
HAN0010,Bamboo Airways,1262257,16,17,55,HAN,7.0,0.0,1,4
HAN0143,Vietnam Airlines,1150848,21,22,60,HAN,12.0,23.0,1,4
HAN0038,VietJet Air,1304730,15,16,55,HAN,7.0,0.0,1,4
HAN0121,Vietnam Airlines,1946052,12,13,55,HAN,12.0,23.0,1,4
HAN0163,Vietnam Airlines,1161837,5,6,55,HAN,12.0,23.0,1,5
HAN0039,VietJet Air,1304730,15,16,55,HAN,7.0,0.0,1,5
HAN0178,Vietnam Airlines,1392606,8,9,55,HAN,12.0,23.0,1,5
HAN0134,Vietnam Airlines,1476788,20,21,55,HAN,12.0,23.0,1,5
HAN0119,Vietnam Airlines,1775223,10,11,55,HAN,12.0,23.0,1,5
HAN0164,Vietnam Airlines,1161837,5,6,55,HAN,12.0,23.0,0,6
HAN0040,VietJet Air,1304730,15,16,55,HAN,7.0,0.0,0,6
HAN0179,Vietnam Airlines,1392606,8,9,55,HAN,12.0,23.0,0,6
HAN0145,Vietnam Airlines,1604394,21,22,60,HAN,12.0,23.0,0,6
HAN0116,Vietnam Airlines,1860138,10,11,55,HAN,12.0,23.0,0,6
HAN0011,Bamboo Airways,1911014,16,17,55,HAN,7.0,20.0,2,7
HAN0056,VietJet Air,1608968,9,10,55,HAN,7.0,0.0,2,7
HAN0180,Vietnam Airlines,1682316,8,9,55,HAN,12.0,23.0,2,7
HAN0041,VietJet Air,1839390,15,16,55,HAN,7.0,0.0,2,7
HAN0120,Vietnam Airlines,1909089,11,12,55,HAN,12.0,23.0,2,7
HAN0012,Bamboo Airways,1359973,16,17,55,HAN,7.0,0.0,3,8
HAN0042,VietJet Air,1608968,15,16,55,HAN,7.0,0.0,3,8
HAN0147,Vietnam Airlines,1886112,21,22,60,HAN,12.0,23.0,3,8
HAN0001,Bamboo Airways,1277903,16,17,55,HAN,7.0,0.0,3,5
HAN0029,VietJet Air,1304730,15,16,55,HAN,7.0,0.0,3,5
HAN0135,Vietnam Airlines,1680318,21,22,60,HAN,12.0,23.0,3,5
HAN0149,Vietnam Airlines,1706292,5,6,55,HAN,12.0,23.0,3,5
HAN0045,VietJet Air,1812458,9,10,55,HAN,7.0,0.0,3,5
HAN0002,Bamboo Airways,869953,16,17,55,HAN,7.0,0.0,2,6
HAN0046,VietJet Air,1058348,9,10,55,HAN,7.0,0.0,2,6
HAN0030,VietJet Air,1058348,15,16,55,HAN,7.0,0.0,2,6
HAN0168,Vietnam Airlines,1149849,8,9,55,HAN,12.0,23.0,2,6
HAN0136,Vietnam Airlines,1486512,21,22,60,HAN,12.0,23.0,2,6
HAN0150,Vietnam Airlines,1497501,5,6,55,HAN,12.0,23.0,2,6
HAN0003,Bamboo Airways,869953,16,17,55,HAN,7.0,0.0,2,7
HAN0047,VietJet Air,830918,9,10,55,HAN,7.0,0.0,2,7
HAN0031,VietJet Air,830918,15,16,55,HAN,7.0,0.0,2,7
HAN0169,Vietnam Airlines,974025,8,9,55,HAN,12.0,0.0,2,7
HAN0151,Vietnam Airlines,1153845,5,6,55,HAN,12.0,23.0,2,7
HAN0137,Vietnam Airlines,1153845,21,22,60,HAN,12.0,23.0,2,7
HAN0004,Bamboo Airways,947464,16,17,55,HAN,7.0,0.0,2,8
HAN0048,VietJet Air,830918,9,10,55,HAN,7.0,0.0,2,8
HAN0152,Vietnam Airlines,960849,5,6,55,HAN,12.0,0.0,2,8
HAN0170,Vietnam Airlines,960849,8,9,55,HAN,12.0,0.0,2,8
HAN0148,Vietnam Airlines,960849,22,23,60,HAN,12.0,0.0,2,8
HAN0032,VietJet Air,1058348,15,16,55,HAN,7.0,0.0,2,8
HAN0049,VietJet Air,830918,9,10,55,HAN,7.0,0.0,0,9
HAN0153,Vietnam Airlines,978021,5,6,55,HAN,12.0,0.0,0,9
HAN0139,Vietnam Airlines,1179170,21,22,60,HAN,12.0,23.0,0,9
HAN0102,Vietnam Airlines,1250748,10,11,55,HAN,12.0,23.0,0,9
HAN0005,Bamboo Airways,782244,16,17,55,HAN,7.0,0.0,0,10
HAN0050,VietJet Air,830918,9,10,55,HAN,7.0,0.0,0,10
HAN0172,Vietnam Airlines,978021,8,9,55,HAN,12.0,0.0,0,10
HAN0124,Vietnam Airlines,978021,17,18,55,HAN,12.0,0.0,0,10
HAN0051,VietJet Air,830918,9,10,55,HAN,7.0,0.0,0,11
HAN0173,Vietnam Airlines,978021,8,9,55,HAN,12.0,0.0,0,11
HAN0154,Vietnam Airlines,993381,5,6,55,HAN,12.0,0.0,0,11
HAN0104,Vietnam Airlines,1153845,10,11,55,HAN,12.0,23.0,0,11
HAN0125,Vietnam Airlines,1153845,17,18,55,HAN,12.0,23.0,0,11
HAN0006,Bamboo Airways,782244,16,17,55,HAN,7.0,0.0,0,12
HAN0052,VietJet Air,830918,9,10,55,HAN,7.0,0.0,0,12
HAN0174,Vietnam Airlines,1093905,8,9,55,HAN,12.0,23.0,0,12
HAN0126,Vietnam Airlines,1160838,17,18,55,HAN,12.0,23.0,0,12
HAN0053,VietJet Air,1304730,9,10,55,HAN,7.0,0.0,0,13
HAN0155,Vietnam Airlines,1389609,5,6,55,HAN,12.0,23.0,0,13
HAN0127,Vietnam Airlines,1392606,17,18,55,HAN,12.0,23.0,0,13
HAN0175,Vietnam Airlines,1497501,8,9,55,HAN,12.0,23.0,0,13
HAN0106,Vietnam Airlines,1583415,10,11,55,HAN,12.0,23.0,0,13
HAN0007,Bamboo Airways,1211612,16,17,55,HAN,7.0,0.0,1,14
HAN0128,Vietnam Airlines,1138860,17,18,55,HAN,12.0,23.0,1,14
HAN0054,VietJet Air,1167075,9,10,55,HAN,7.0,0.0,1,14
HAN0107,Vietnam Airlines,1254744,10,11,55,HAN,12.0,23.0,1,14
HAN0055,VietJet Air,830918,9,10,55,HAN,7.0,0.0,1,15
HAN0156,Vietnam Airlines,948051,5,6,55,HAN,12.0,0.0,1,15
HAN0129,Vietnam Airlines,948051,17,18,55,HAN,12.0,0.0,1,15
HAN0177,Vietnam Airlines,1153845,8,9,55,HAN,12.0,23.0,1,15
HAN0108,Vietnam Airlines,1254744,10,11,55,HAN,12.0,23.0,1,15
HAN0044,VietJet Air,1932669,16,17,50,HAN,7.0,0.0,1,1
HAN0122,Vietnam Airlines,1965033,12,13,55,HAN,12.0,23.0,1,1
HAN0134,Vietnam Airlines,1965033,20,21,55,HAN,12.0,23.0,1,1
