brand,start_day,start_time,end_day,end_time,trip_time,price,crawl_date,days_left,id
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1603980,01-05-2025,7,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1479293,02-05-2025,6,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1620938,03-05-2025,5,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,2000985,04-05-2025,4,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,2002980,05-05-2025,3,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,3879278,07-05-2025,1,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1928168,18-04-2025,20,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1926173,19-04-2025,19,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1924178,20-04-2025,18,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1648881,21-04-2025,17,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1760588,22-04-2025,16,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1769565,23-04-2025,15,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1618943,24-04-2025,14,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1490265,25-04-2025,13,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1473308,26-04-2025,12,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1512887,27-04-2025,11,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1513130,28-04-2025,10,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1513288,29-04-2025,9,HAN1288
Vietravel Airlines,08-05-2025,05:45:00,08-05-2025,07:55:00,2.17,1649617,30-04-2025,8,HAN1288
